id,loan_status,loan_amount,loan_term,interest_rate,installment,purpose,dti,revolving_rate,employment_length,home_ownership,annual_income
1016039,charged off,6400,60,18.25,163.39,major_purchase,9.05,60.5,5,rent,33000.0
1015990,charged off,20000,60,22.35,556.37,debt_consolidation,14.1,86.7,8,rent,73000.0
1015893,charged off,21600,36,15.27,751.64,debt_consolidation,9.51,89.6,4,mortgage,96000.0
1015882,charged off,6000,36,6.62,184.23,debt_consolidation,25.23,23.6,10,rent,21640.0
1015827,charged off,7000,36,19.03,256.7,moving,13.36,37.9,5,own,46800.0
1015820,charged off,14500,60,18.64,373.28,credit_card,7.42,72.8,2,mortgage,39300.0
1015628,charged off,4950,36,11.71,163.73,debt_consolidation,22.63,54.3,10,mortgage,19200.0
888558,charged off,35000,60,12.42,786.01,debt_consolidation,13.72,34.7,10,mortgage,109592.0
1015136,charged off,3825,36,17.27,136.89,debt_consolidation,12.25,83.3,1,rent,14400.0
1015102,charged off,17500,60,18.64,450.51,debt_consolidation,12.24,64.6,3,rent,65000.0
1014937,charged off,4000,36,14.27,137.24,renewable_energy,14.14,74.0,2,rent,16800.0
1012953,charged off,35000,60,19.03,908.5,debt_consolidation,17.82,43.1,3,mortgage,85000.0
1012584,charged off,7475,36,7.9,233.9,debt_consolidation,14.29,60.7,3,own,53000.0
1015029,charged off,2800,36,7.51,87.12,other,13.75,64.2,10,mortgage,52800.0
1014847,charged off,4000,36,8.9,127.02,moving,6.11,60.2,1,rent,40860.0
1014734,charged off,20000,60,11.71,441.97,credit_card,16.36,45.9,4,mortgage,65000.0
1014541,charged off,35000,36,14.27,1200.82,debt_consolidation,16.63,90.0,10,rent,70000.0
1014586,charged off,14400,60,18.64,370.7,debt_consolidation,12.11,72.8,4,rent,44000.0
1014422,charged off,35000,60,17.58,880.8,debt_consolidation,21.95,63.7,10,rent,79000.0
1014584,charged off,4000,36,17.27,143.15,debt_consolidation,10.44,96.5,4,rent,43200.0
1014405,charged off,12000,60,17.27,299.98,debt_consolidation,9.21,41.9,3,rent,70000.0
1014352,charged off,22125,60,13.49,508.98,debt_consolidation,27.43,87.0,1,mortgage,50000.0
1014377,charged off,24000,60,12.69,542.28,debt_consolidation,18.42,53.5,10,mortgage,85000.0
1014291,charged off,9300,60,14.65,219.55,other,14.52,22.0,1,rent,30000.0
1014100,charged off,4350,36,15.27,151.37,credit_card,12.24,77.6,1,rent,90000.0
1008716,charged off,20000,36,11.71,661.52,credit_card,18.2,84.2,1,rent,43000.0
1013809,charged off,6850,36,10.65,223.13,credit_card,22.42,58.7,3,rent,53000.0
1012890,charged off,18550,60,19.42,485.5,debt_consolidation,22.03,83.4,1,mortgage,138000.0
1013112,charged off,2000,36,11.71,66.16,debt_consolidation,21.56,64.0,1,rent,21600.0
950998,charged off,35000,60,11.71,773.44,credit_card,12.23,38.7,10,mortgage,82000.0
1012106,charged off,12000,36,11.71,396.92,debt_consolidation,8.57,65.5,2,mortgage,72000.0
1012136,charged off,25500,60,14.65,601.97,small_business,17.69,26.3,6,mortgage,70000.0
1012281,charged off,35000,60,22.06,967.86,small_business,13.56,98.3,7,rent,185000.0
1011650,charged off,17750,60,20.3,473.24,debt_consolidation,13.73,30.9,6,mortgage,90000.0
1012204,charged off,15000,60,15.96,364.46,debt_consolidation,16.59,52.4,4,rent,45500.0
1012019,charged off,18550,60,17.27,463.72,small_business,17.93,62.3,4,mortgage,54000.0
1012022,charged off,6000,36,6.62,184.23,other,19.45,7.3,2,rent,37200.0
1011693,charged off,12000,60,12.42,269.49,debt_consolidation,16.81,66.5,10,mortgage,123000.0
1011873,charged off,5000,36,9.91,161.13,debt_consolidation,28.77,8.8,1,rent,38000.0
1011652,charged off,6350,60,11.71,140.33,debt_consolidation,23.41,29.6,10,own,18816.0
1011655,charged off,13000,60,16.77,321.48,medical,9.37,52.0,10,mortgage,85200.0
1010624,charged off,35000,60,15.27,837.62,medical,21.45,40.0,10,mortgage,70000.0
1011404,charged off,5500,36,10.65,179.16,debt_consolidation,13.5,53.5,5,mortgage,40000.0
1011319,charged off,8000,36,14.27,274.48,other,3.37,39.5,5,rent,31000.0
1011164,charged off,15000,36,7.51,466.67,debt_consolidation,26.26,39.5,10,mortgage,49772.64
1010915,charged off,15600,36,19.42,575.16,home_improvement,6.42,90.4,10,mortgage,148112.0
1011055,charged off,1000,36,10.65,32.58,small_business,20.18,97.3,1,rent,33600.0
1011087,charged off,27600,60,11.71,609.91,small_business,17.45,22.0,5,mortgage,48000.0
1010894,charged off,8000,36,16.29,282.41,other,9.5,66.3,4,rent,19200.0
1011017,charged off,2400,36,11.71,79.39,credit_card,10.5,53.8,2,rent,12000.0
1010998,charged off,14400,36,10.65,469.06,small_business,17.01,52.4,1,mortgage,75000.0
1003727,charged off,24000,60,17.58,603.98,debt_consolidation,20.96,44.2,10,mortgage,110000.0
1010496,charged off,7200,36,11.71,238.15,debt_consolidation,15.63,43.6,5,rent,45000.0
1010493,charged off,3000,36,14.65,103.49,other,12.7,63.4,3,rent,36000.0
1010411,charged off,35000,60,21.67,960.11,debt_consolidation,12.9,89.5,3,mortgage,270000.0
1010410,charged off,6000,36,16.29,211.81,debt_consolidation,23.78,61.5,5,rent,39564.0
878883,charged off,12000,60,18.25,306.36,debt_consolidation,12.56,45.6,6,mortgage,34000.0
1010321,charged off,15000,60,15.96,364.46,debt_consolidation,18.26,88.7,10,rent,50000.0
868543,charged off,15000,60,15.27,358.98,debt_consolidation,17.9,56.8,6,mortgage,32976.0
1010303,charged off,1500,36,11.71,49.62,wedding,2.22,18.4,1,rent,21600.0
926571,charged off,30000,60,22.06,829.6,debt_consolidation,18.99,76.9,10,rent,90000.0
1009946,charged off,12000,60,15.96,291.57,other,22.23,91.1,5,rent,48744.0
1001931,charged off,14000,36,11.71,463.07,credit_card,13.51,41.3,6,own,45760.0
1010000,charged off,15000,36,11.71,496.14,debt_consolidation,16.42,84.8,1,rent,36021.96
1010003,charged off,35000,60,11.71,773.44,small_business,1.06,6.4,10,mortgage,110000.0
1010030,charged off,3800,36,7.51,118.23,car,22.52,39.3,1,mortgage,47000.0
1010191,charged off,12400,60,22.06,342.9,debt_consolidation,6.26,77.5,9,own,65004.0
1003720,charged off,4000,60,17.27,100.0,other,7.37,82.5,4,rent,45000.0
1010015,charged off,8875,36,10.65,289.09,debt_consolidation,11.31,68.9,6,mortgage,40000.0
1009833,charged off,18000,60,19.03,467.23,debt_consolidation,5.43,18.6,4,rent,36000.0
1009540,charged off,30000,60,20.3,799.84,debt_consolidation,15.64,94.7,1,rent,80000.0
1009673,charged off,20000,60,12.69,451.9,debt_consolidation,22.43,43.7,2,rent,52538.0
1009763,charged off,10000,36,15.27,347.98,other,7.99,13.9,5,rent,50000.0
1009531,charged off,22000,60,22.06,608.37,debt_consolidation,20.03,58.8,10,mortgage,78000.0
1009563,charged off,18000,60,15.96,437.35,debt_consolidation,20.07,0.0,6,rent,59000.0
1009453,charged off,25450,60,17.58,640.47,debt_consolidation,24.4,74.5,1,rent,57000.0
1009301,charged off,20000,60,17.58,503.32,small_business,8.37,67.7,8,mortgage,94000.0
1009294,charged off,10000,36,12.69,335.45,credit_card,16.53,85.3,1,rent,40000.0
1009413,charged off,21000,60,18.25,536.13,small_business,13.31,75.8,6,mortgage,100000.0
994506,charged off,30000,36,7.51,933.33,major_purchase,1.08,3.2,5,own,125000.0
1003712,charged off,30000,60,11.71,662.95,debt_consolidation,8.12,16.4,3,mortgage,97500.0
1008915,charged off,25000,36,16.77,888.46,debt_consolidation,20.69,88.7,10,mortgage,90000.0
1008845,charged off,20000,60,14.65,472.14,debt_consolidation,22.21,31.2,3,rent,110000.0
1008832,charged off,35000,60,18.25,893.54,other,5.36,77.0,10,mortgage,200000.0
1008504,charged off,25000,60,12.42,561.44,debt_consolidation,15.92,40.5,6,mortgage,45000.0
1008519,charged off,12000,60,10.65,258.82,debt_consolidation,12.29,24.9,2,rent,62000.0
1006841,charged off,14125,60,21.28,384.36,debt_consolidation,16.49,92.7,5,rent,35000.0
1008635,charged off,7125,36,11.71,235.67,debt_consolidation,20.05,29.9,1,mortgage,22800.0
1008099,charged off,12150,60,18.25,310.19,debt_consolidation,20.31,59.2,5,rent,38000.0
1008057,charged off,5000,36,6.62,153.52,debt_consolidation,18.31,71.0,5,mortgage,42082.0
1007751,charged off,9000,60,18.25,229.77,small_business,0.33,0.0,2,rent,48000.0
1007711,charged off,4800,60,18.25,122.55,car,5.73,79.0,1,rent,66000.0
1007073,charged off,7200,36,11.71,238.15,car,2.01,23.9,1,rent,31700.0
990658,charged off,8000,36,16.77,284.31,debt_consolidation,13.2,89.2,7,rent,21000.0
1005939,charged off,12600,36,12.42,421.04,home_improvement,23.73,35.2,10,own,38000.0
1007386,charged off,26000,60,18.64,669.32,debt_consolidation,14.5,48.7,10,rent,50000.0
1007014,charged off,30000,60,12.42,673.72,home_improvement,8.05,46.6,7,mortgage,190000.0
1006812,charged off,7100,60,18.25,181.27,debt_consolidation,8.68,72.0,1,rent,80000.0
1002546,charged off,10950,60,14.27,256.33,other,6.52,38.6,1,mortgage,21888.0
1006769,charged off,4000,36,7.51,124.45,car,6.48,61.3,6,mortgage,80000.0
1006398,charged off,12000,60,12.42,269.49,debt_consolidation,23.78,87.7,4,mortgage,64000.0
1006579,charged off,1800,36,8.9,57.16,wedding,2.64,16.1,9,rent,50400.0
1006564,charged off,14675,60,19.42,384.08,debt_consolidation,22.66,93.6,1,rent,38500.0
1006372,charged off,3825,36,15.96,134.41,debt_consolidation,23.54,79.5,3,rent,28500.0
1006364,charged off,23200,60,23.52,660.97,debt_consolidation,7.89,99.1,10,mortgage,85000.0
998521,charged off,17600,60,18.64,453.08,small_business,11.21,85.8,10,mortgage,65000.0
1006236,charged off,8000,36,14.27,274.48,debt_consolidation,7.3,16.3,6,rent,36000.0
1005977,charged off,35000,60,12.69,790.82,other,6.25,8.9,5,own,110000.0
1005627,charged off,35000,60,19.42,916.03,debt_consolidation,21.97,73.8,10,mortgage,90000.0
998222,charged off,23000,60,12.42,516.52,debt_consolidation,16.48,48.0,10,mortgage,70000.0
1005145,charged off,12000,60,19.91,317.33,debt_consolidation,8.86,97.6,2,mortgage,65000.0
1005579,charged off,7500,36,11.71,248.07,debt_consolidation,10.46,61.7,7,mortgage,50000.0
1005161,charged off,10000,60,10.65,215.69,other,2.75,31.4,9,own,100000.0
1004991,charged off,7000,36,7.9,219.04,medical,20.96,0.0,10,own,27600.0
1004670,charged off,12350,60,14.27,289.1,medical,22.72,41.8,1,rent,59000.0
1004462,charged off,18400,60,23.13,520.08,house,7.86,42.9,10,mortgage,75000.0
994164,charged off,35000,60,11.71,773.44,small_business,6.56,1.4,7,mortgage,88000.0
1004151,charged off,7000,36,7.9,219.04,vacation,3.15,12.0,9,rent,43200.0
1004114,charged off,7200,36,12.69,241.53,debt_consolidation,19.52,68.6,6,rent,30000.0
1004215,charged off,7500,36,7.9,234.68,small_business,0.86,0.0,5,rent,50000.0
1004175,charged off,9000,36,6.62,276.34,major_purchase,25.91,22.1,2,rent,34320.0
1004044,charged off,10000,36,6.62,307.04,other,11.65,11.7,10,rent,55000.0
1004167,charged off,8000,36,7.9,250.33,credit_card,12.66,44.1,1,rent,40000.0
1003925,charged off,8000,36,11.71,264.61,other,15.84,78.0,9,rent,50000.0
1003771,charged off,2400,36,19.91,89.09,home_improvement,14.35,52.3,10,mortgage,150000.0
1003708,charged off,9600,60,13.49,220.85,other,8.33,28.3,10,rent,68000.0
977839,charged off,15850,60,13.49,364.63,medical,11.44,40.1,6,mortgage,38397.0
1003633,charged off,15000,60,20.89,404.88,debt_consolidation,22.34,90.3,5,rent,92000.0
1002291,charged off,20000,60,22.06,553.07,debt_consolidation,11.14,91.1,5,mortgage,79864.0
1003549,charged off,30000,36,10.65,977.2,house,22.74,21.1,10,rent,97000.0
1003451,charged off,17050,60,10.65,367.74,debt_consolidation,25.44,59.9,4,rent,30660.0
1002894,charged off,12850,60,22.74,360.34,other,1.36,15.2,3,rent,60000.0
1003031,charged off,21850,60,17.27,546.21,debt_consolidation,24.39,86.7,10,mortgage,50000.0
1003025,charged off,34000,60,12.42,763.55,debt_consolidation,11.54,44.9,4,own,85800.0
1002534,charged off,5000,36,15.27,173.99,home_improvement,14.71,79.5,10,mortgage,54000.0
1001258,charged off,35000,60,22.06,967.86,debt_consolidation,16.82,81.1,10,rent,120000.0
1002440,charged off,12000,36,6.62,368.45,debt_consolidation,22.75,38.4,10,mortgage,53000.0
1002443,charged off,4800,36,14.65,165.58,debt_consolidation,13.49,43.9,8,mortgage,46525.0
1002404,charged off,4000,36,7.9,125.17,debt_consolidation,9.91,4.5,9,mortgage,39000.0
1002337,charged off,15000,36,12.69,503.18,debt_consolidation,5.94,71.2,10,mortgage,42655.8
1002303,charged off,5000,60,14.27,117.05,major_purchase,14.07,37.1,2,rent,36000.0
994522,charged off,2800,36,12.69,93.93,other,13.85,65.7,6,rent,64800.0
1001994,charged off,7500,36,14.27,257.32,other,23.81,63.0,10,rent,38400.0
994808,charged off,11625,60,10.65,250.74,small_business,11.49,10.0,5,mortgage,66000.0
1001727,charged off,3000,36,7.9,93.88,other,8.98,50.3,1,rent,62400.0
1001868,charged off,5450,36,15.96,191.5,debt_consolidation,18.33,96.8,10,rent,43000.0
1001484,charged off,21725,60,20.89,586.4,debt_consolidation,15.12,38.7,10,own,40000.0
1001343,charged off,18000,60,19.03,467.23,debt_consolidation,21.62,45.4,10,rent,65000.0
1001335,charged off,4200,36,9.91,135.35,other,20.83,26.2,4,rent,42000.0
918617,charged off,14000,60,19.91,370.22,debt_consolidation,20.05,69.1,7,rent,51713.0
1001151,charged off,3500,36,10.65,114.01,small_business,9.03,32.8,10,rent,55000.0
1001241,charged off,12000,60,14.27,280.91,medical,23.97,82.0,10,rent,85000.0
1001365,charged off,2700,36,7.9,84.49,renewable_energy,26.82,71.2,3,mortgage,88000.0
1000967,charged off,30000,36,17.27,1073.62,small_business,9.22,18.3,4,mortgage,75000.0
1000468,charged off,9950,36,15.27,346.24,debt_consolidation,23.54,92.1,2,mortgage,36400.0
1000643,charged off,12000,60,12.69,271.14,debt_consolidation,17.65,31.5,10,mortgage,63500.0
1000396,charged off,15000,60,19.91,396.66,credit_card,20.99,86.1,10,own,86000.0
1000594,charged off,21750,60,12.42,488.45,debt_consolidation,21.88,47.4,1,own,43500.0
1000321,charged off,6000,60,17.27,149.99,car,10.28,68.4,4,mortgage,32346.0
1000262,charged off,23000,60,10.65,496.08,other,6.4,3.6,6,mortgage,107500.0
1000267,charged off,10800,36,7.51,336.0,home_improvement,17.06,28.8,10,mortgage,51000.0
973424,charged off,8000,36,8.9,254.03,small_business,9.24,34.4,3,rent,27000.0
999816,charged off,16000,60,15.27,382.92,debt_consolidation,15.13,76.4,1,mortgage,55536.0
999634,charged off,1200,36,11.71,39.7,debt_consolidation,6.54,52.7,3,rent,20000.0
991421,charged off,4000,36,6.62,122.82,car,12.49,27.6,10,mortgage,42000.0
999763,charged off,8000,60,12.42,179.66,other,2.08,33.4,4,rent,38000.0
990118,charged off,12000,36,16.77,426.47,debt_consolidation,11.12,77.9,2,rent,60000.0
982018,charged off,14300,36,9.91,460.82,debt_consolidation,25.11,90.9,8,mortgage,52000.0
999295,charged off,9600,36,16.77,341.17,debt_consolidation,5.68,87.0,5,rent,45000.0
999250,charged off,10000,36,13.49,339.31,home_improvement,4.76,31.8,3,mortgage,30000.0
999248,charged off,35000,36,17.27,1252.56,small_business,17.49,28.2,2,mortgage,90000.0
998880,charged off,1500,36,16.29,52.96,debt_consolidation,8.97,85.4,1,own,48000.0
998505,charged off,14500,60,14.65,342.3,debt_consolidation,19.3,87.6,9,mortgage,88080.0
998515,charged off,5850,60,17.58,147.22,major_purchase,13.12,20.1,1,rent,60000.0
981610,charged off,4000,36,20.89,150.48,other,14.97,16.9,7,mortgage,70000.0
998499,charged off,5800,36,6.62,178.09,wedding,20.81,36.2,6,rent,26988.0
998559,charged off,3000,36,8.9,95.26,debt_consolidation,14.26,5.7,2,mortgage,22800.0
998530,charged off,9400,36,8.9,298.49,debt_consolidation,8.91,62.8,6,rent,33000.0
996693,charged off,15000,36,7.9,469.36,credit_card,9.08,35.8,3,rent,80000.0
984625,charged off,16000,60,19.91,423.11,debt_consolidation,18.38,56.7,10,mortgage,78000.0
998194,charged off,16800,36,16.77,597.05,debt_consolidation,7.34,73.8,6,rent,75000.0
956877,charged off,35000,60,19.91,925.54,debt_consolidation,13.65,38.4,6,mortgage,75000.0
998014,charged off,20000,60,15.96,485.94,debt_consolidation,20.29,64.4,10,mortgage,98000.0
997879,charged off,12000,60,8.9,248.52,car,4.53,17.1,10,mortgage,77954.0
993894,charged off,6000,36,7.9,187.75,other,20.22,32.4,5,rent,51928.0
996517,charged off,8000,36,12.42,267.33,debt_consolidation,19.54,38.8,1,rent,25000.0
997328,charged off,35000,60,20.3,933.14,debt_consolidation,13.54,55.8,1,mortgage,130000.0
997734,charged off,6100,36,14.27,209.29,home_improvement,23.95,0.0,4,mortgage,23748.0
996748,charged off,17500,60,20.89,472.36,debt_consolidation,18.65,1.8,10,rent,35000.0
997329,charged off,14000,60,14.65,330.5,debt_consolidation,3.88,56.5,6,mortgage,74000.0
997490,charged off,5600,36,15.27,194.87,debt_consolidation,24.8,93.6,1,rent,85000.0
997241,charged off,8400,60,18.25,214.45,car,19.34,43.5,1,own,45600.0
960175,charged off,5875,36,6.62,180.39,debt_consolidation,19.42,65.5,10,mortgage,22000.0
997204,charged off,14000,60,18.64,360.41,debt_consolidation,13.8,40.9,3,rent,60000.0
996934,charged off,13200,36,16.29,465.97,wedding,23.23,89.4,10,mortgage,49800.0
996440,charged off,35000,60,19.03,908.5,debt_consolidation,6.05,0.0,10,mortgage,75000.0
994715,charged off,18825,60,12.42,422.76,major_purchase,11.39,60.8,3,rent,42996.0
996255,charged off,12000,60,16.77,296.75,debt_consolidation,8.93,48.9,1,mortgage,77004.0
996550,charged off,22000,60,20.3,586.55,debt_consolidation,15.79,65.8,8,mortgage,63900.0
995281,charged off,14000,60,21.67,384.05,small_business,11.57,84.3,7,rent,42000.0
996814,charged off,15000,60,20.3,399.92,debt_consolidation,10.67,78.0,1,mortgage,95000.0
996977,charged off,1500,36,16.29,52.96,wedding,18.53,26.5,1,rent,27000.0
978549,charged off,5500,60,21.28,149.67,debt_consolidation,18.87,70.2,2,rent,18000.0
996595,charged off,4000,36,13.49,135.73,other,22.59,95.5,6,rent,40000.0
996437,charged off,4200,36,9.91,135.35,credit_card,12.61,62.1,2,rent,28080.0
996150,charged off,3700,36,9.91,119.24,moving,16.49,26.9,4,rent,35000.0
996199,charged off,8000,36,11.71,264.61,debt_consolidation,19.78,52.0,5,mortgage,62004.0
996053,charged off,13800,60,18.64,355.26,small_business,4.61,41.3,3,mortgage,62000.0
995878,charged off,35000,60,17.27,874.93,debt_consolidation,17.94,56.7,5,mortgage,80000.0
990813,charged off,18000,60,17.58,452.98,credit_card,10.33,35.1,5,rent,36000.0
976241,charged off,15000,60,11.71,331.48,credit_card,21.04,48.6,10,own,31200.0
994078,charged off,1500,36,9.91,48.34,other,8.21,60.9,10,rent,32304.0
995527,charged off,9500,60,18.25,242.54,small_business,10.62,57.0,6,rent,90000.0
995296,charged off,27575,60,17.58,693.94,home_improvement,10.76,72.7,10,mortgage,64000.0
993768,charged off,12000,36,17.27,429.45,debt_consolidation,16.42,0.0,10,rent,250000.0
986535,charged off,20000,36,17.58,718.85,home_improvement,11.82,24.8,10,mortgage,100000.0
994796,charged off,35000,60,22.74,981.45,debt_consolidation,17.8,93.9,10,mortgage,103000.0
987906,charged off,15000,60,17.58,377.49,medical,9.5,54.7,3,rent,80000.0
995410,charged off,25000,60,17.58,629.14,debt_consolidation,14.61,77.0,10,mortgage,70000.0
995009,charged off,15000,60,18.25,382.95,debt_consolidation,15.46,46.1,10,rent,80400.0
993852,charged off,18000,60,15.27,430.78,home_improvement,9.9,26.4,10,mortgage,60000.0
994681,charged off,12000,60,19.03,311.49,small_business,15.45,90.3,3,mortgage,64000.0
994525,charged off,4200,36,9.91,135.35,other,16.06,74.7,5,rent,56650.0
994529,charged off,8000,36,13.49,271.45,debt_consolidation,14.92,96.7,2,rent,61700.0
994284,charged off,35000,36,16.77,1243.85,other,18.19,85.2,10,own,100000.0
994249,charged off,12500,36,6.03,380.45,credit_card,8.9,34.8,8,mortgage,42000.0
993953,charged off,17000,60,12.42,381.78,debt_consolidation,25.18,85.5,10,rent,50000.0
994182,charged off,25000,60,18.25,638.25,debt_consolidation,13.44,83.5,10,own,70000.0
994110,charged off,11500,36,6.03,350.01,debt_consolidation,24.3,36.5,1,mortgage,27600.0
993754,charged off,6000,36,7.9,187.75,debt_consolidation,9.16,19.9,10,own,69600.0
993503,charged off,10000,36,9.91,322.25,credit_card,10.6,44.4,4,rent,24000.0
984853,charged off,20000,60,16.77,494.59,other,19.31,73.6,10,mortgage,120000.0
992433,charged off,15000,36,18.25,544.17,debt_consolidation,5.63,96.1,10,rent,94000.0
992576,charged off,10375,36,14.27,355.96,other,23.78,57.4,3,rent,41280.0
992218,charged off,21000,60,12.42,471.61,other,13.06,10.1,7,mortgage,53000.0
991987,charged off,20000,60,20.89,539.84,small_business,15.63,80.8,10,own,77000.0
991964,charged off,11000,60,17.58,276.83,debt_consolidation,14.46,68.4,10,rent,60000.0
991923,charged off,5000,36,7.9,156.46,debt_consolidation,3.47,39.8,4,own,18000.0
991819,charged off,12000,36,7.51,373.33,credit_card,19.56,21.8,3,rent,41830.08
991639,charged off,5600,36,15.96,196.77,debt_consolidation,10.29,42.0,1,rent,40000.0
991801,charged off,4000,36,14.27,137.24,debt_consolidation,13.17,89.3,3,rent,36000.0
990816,charged off,1500,60,13.49,34.51,other,20.18,49.5,4,mortgage,48000.0
990709,charged off,14000,60,16.77,346.21,debt_consolidation,20.42,81.1,4,mortgage,65000.0
990789,charged off,27400,60,17.27,684.95,debt_consolidation,17.63,50.3,10,mortgage,143500.0
990527,charged off,7000,60,18.25,178.71,debt_consolidation,11.82,87.2,1,rent,20004.0
990688,charged off,20000,60,13.49,460.1,debt_consolidation,21.98,46.8,10,mortgage,53000.0
990687,charged off,3600,36,17.27,128.84,debt_consolidation,9.5,86.1,10,mortgage,23000.0
973618,charged off,15350,60,13.49,353.13,debt_consolidation,28.63,61.4,10,mortgage,38400.0
988301,charged off,19425,60,12.42,436.24,debt_consolidation,18.45,27.5,2,mortgage,38702.78
990324,charged off,7000,36,6.62,214.93,debt_consolidation,21.69,28.1,2,mortgage,54000.0
990043,charged off,5000,36,7.9,156.46,debt_consolidation,1.11,4.7,7,rent,27096.0
989786,charged off,10400,60,19.03,269.96,car,10.74,42.8,5,rent,27600.0
989313,charged off,11000,36,11.71,363.84,home_improvement,21.02,0.0,1,mortgage,29232.0
989511,charged off,12000,60,17.27,299.98,small_business,1.64,84.6,4,mortgage,51300.0
989253,charged off,24000,60,20.89,647.8,debt_consolidation,4.01,66.7,10,mortgage,115000.0
987006,charged off,12000,60,9.91,254.44,other,8.02,55.6,10,mortgage,70008.0
973488,charged off,35000,60,20.89,944.71,debt_consolidation,16.81,70.3,2,mortgage,158000.0
977052,charged off,14000,60,15.96,340.16,debt_consolidation,12.9,33.4,10,rent,60000.0
978229,charged off,12000,60,15.96,291.57,house,13.31,93.2,1,rent,31200.0
988665,charged off,2600,36,7.9,81.36,other,17.44,59.1,3,mortgage,43000.0
988461,charged off,5000,36,6.03,152.18,credit_card,23.13,39.3,10,mortgage,65000.0
988421,charged off,14000,60,20.3,373.26,credit_card,19.83,51.7,10,rent,44000.0
988410,charged off,10700,36,13.49,363.06,debt_consolidation,24.18,55.1,7,rent,60000.0
985083,charged off,5000,36,11.71,165.38,debt_consolidation,19.15,76.8,3,rent,21120.0
988131,charged off,4000,36,15.27,139.2,debt_consolidation,9.48,92.8,10,rent,63700.0
988100,charged off,20000,60,17.27,499.96,small_business,19.76,37.9,4,own,40000.0
988204,charged off,5000,36,12.69,167.73,other,9.38,53.2,4,rent,32000.0
987927,charged off,10000,60,9.91,212.03,debt_consolidation,12.87,73.5,10,mortgage,105996.0
987921,charged off,10800,36,16.29,381.25,other,5.08,69.0,9,rent,75000.0
987825,charged off,24000,60,10.65,517.64,debt_consolidation,8.94,57.2,5,mortgage,42000.0
987890,charged off,35000,60,19.91,925.54,debt_consolidation,23.18,64.7,10,mortgage,69000.0
987663,charged off,25450,60,21.67,698.14,debt_consolidation,18.0,49.5,9,rent,50000.0
987633,charged off,6000,36,12.42,200.5,major_purchase,10.63,8.8,3,rent,45600.0
987592,charged off,5000,36,6.62,153.52,small_business,4.32,26.8,1,rent,90000.0
987770,charged off,5000,36,9.91,161.13,other,7.34,0.0,2,rent,25000.0
987350,charged off,19400,60,20.89,523.64,debt_consolidation,18.19,71.7,6,mortgage,70000.0
987341,charged off,3600,60,17.27,90.0,debt_consolidation,14.34,74.9,5,own,20000.0
987512,charged off,18000,60,12.42,404.24,debt_consolidation,14.89,42.0,1,mortgage,79000.0
987255,charged off,3000,60,10.65,64.71,home_improvement,24.28,82.3,10,mortgage,25500.0
987428,charged off,10300,36,16.29,363.6,debt_consolidation,12.86,93.4,1,mortgage,26400.0
987103,charged off,4800,36,12.42,160.4,home_improvement,15.36,80.9,5,mortgage,69600.0
982218,charged off,14000,60,7.9,283.2,debt_consolidation,20.31,26.5,9,mortgage,70000.0
986800,charged off,20400,60,14.65,481.58,debt_consolidation,10.38,41.0,6,rent,80800.0
986991,charged off,25000,36,7.51,777.78,debt_consolidation,20.27,46.8,5,mortgage,90111.0
986723,charged off,4000,36,11.71,132.31,other,4.34,96.1,2,rent,150000.0
986708,charged off,13100,60,19.03,340.04,credit_card,20.97,87.8,3,rent,40000.0
980381,charged off,3800,36,17.27,136.0,debt_consolidation,12.17,75.7,4,rent,21600.0
986491,charged off,25000,60,19.03,648.93,debt_consolidation,6.06,99.7,3,mortgage,195800.0
986451,charged off,5000,36,13.49,169.66,credit_card,15.82,30.9,7,rent,44000.0
986308,charged off,20000,60,15.96,485.94,medical,21.87,51.0,1,rent,104000.0
887071,charged off,8700,60,18.25,222.11,debt_consolidation,6.02,21.9,10,rent,66000.0
986134,charged off,6450,60,18.25,164.67,other,23.52,62.8,10,mortgage,80000.0
986214,charged off,3675,36,10.65,119.71,credit_card,16.72,60.7,1,mortgage,45000.0
986209,charged off,7200,60,19.91,190.4,house,4.21,85.8,6,rent,69000.0
985932,charged off,6000,36,13.49,203.59,credit_card,21.0,78.8,1,rent,41600.0
985881,charged off,31000,60,9.91,657.29,debt_consolidation,9.48,47.1,2,mortgage,56472.0
956541,charged off,7000,36,14.65,241.46,home_improvement,8.26,62.8,7,own,130000.0
985800,charged off,4000,36,16.29,141.21,debt_consolidation,13.95,88.3,1,own,17640.0
920743,charged off,35000,60,18.64,901.01,debt_consolidation,4.19,64.2,10,mortgage,90000.0
985545,charged off,34000,60,19.42,889.86,debt_consolidation,17.26,90.7,6,mortgage,65000.0
985357,charged off,5000,36,10.65,162.87,debt_consolidation,20.22,27.8,6,own,27000.0
985115,charged off,15000,60,19.03,389.36,debt_consolidation,18.31,91.5,10,mortgage,54000.0
985493,charged off,13000,60,19.03,337.45,other,7.84,58.7,5,rent,70596.0
971928,charged off,30000,60,22.74,841.24,small_business,18.53,54.1,10,mortgage,95000.0
981516,charged off,35000,60,12.42,786.01,wedding,8.84,2.5,5,mortgage,103200.0
985214,charged off,4800,36,16.29,169.45,other,24.31,99.9,10,rent,35000.0
881823,charged off,3400,36,16.29,120.03,other,15.37,99.3,1,rent,32004.0
985127,charged off,12000,60,19.91,317.33,debt_consolidation,24.96,95.9,10,mortgage,85000.0
