id,loan_status,loan_amount,loan_term,interest_rate,installment,purpose,dti,revolving_rate,employment_length,home_ownership,annual_income
853674,fully paid,30000,36,5.99,912.53,debt_consolidation,23.84,7.1,6,rent,105000.0
853684,fully paid,28000,36,5.99,851.69,small_business,2.83,6.5,3,mortgage,258000.0
853664,fully paid,7775,36,5.99,236.5,debt_consolidation,4.43,19.5,1,mortgage,42000.0
853673,fully paid,35000,36,15.62,1223.95,wedding,7.26,81.7,10,mortgage,225000.0
848559,charged off,16400,60,22.48,457.44,debt_consolidation,8.17,87.9,1,rent,37000.0
853562,fully paid,12000,60,10.99,189.12,other,14.37,0.0,1,rent,42000.0
853617,fully paid,14000,36,11.99,464.94,medical,6.81,27.9,3,mortgage,120000.0
837814,fully paid,7200,36,11.99,239.11,credit_card,5.32,54.0,1,mortgage,81600.0
783498,fully paid,21600,36,10.59,670.43,major_purchase,9.4,42.3,10,mortgage,108000.0
853571,charged off,13500,60,11.99,207.39,debt_consolidation,20.57,26.5,2,mortgage,36000.0
853525,fully paid,6000,36,10.99,196.41,debt_consolidation,18.45,88.8,4,mortgage,53800.0
853391,fully paid,7500,36,13.49,254.48,debt_consolidation,7.5,95.3,1,rent,36000.0
852736,fully paid,10225,36,9.99,329.89,debt_consolidation,17.07,88.6,2,mortgage,35000.0
853474,charged off,4800,36,11.99,159.41,home_improvement,9.78,75.0,1,own,27000.0
827262,fully paid,8575,36,11.99,284.78,debt_consolidation,22.86,76.6,10,mortgage,120000.0
853435,fully paid,3600,36,11.99,119.56,other,21.07,39.3,1,rent,18000.0
852262,fully paid,25000,60,11.99,393.09,debt_consolidation,14.05,42.2,10,mortgage,65000.0
853406,charged off,30000,60,13.99,697.9,small_business,8.92,40.6,10,own,103000.0
853314,fully paid,35000,60,16.49,860.28,debt_consolidation,20.65,78.5,4,rent,72000.0
853345,fully paid,9600,36,5.42,289.54,credit_card,3.72,36.5,6,mortgage,49000.0
852189,fully paid,5600,36,7.49,174.17,debt_consolidation,13.22,55.7,10,mortgage,44582.0
853315,fully paid,13000,36,12.99,437.96,debt_consolidation,19.57,77.9,2,rent,65000.0
853328,fully paid,12000,60,15.99,291.76,debt_consolidation,15.86,2.5,3,rent,34500.0
853331,fully paid,5000,36,11.49,164.86,medical,2.97,5.7,3,rent,65000.0
852835,fully paid,7200,36,15.23,250.41,other,0.98,97.2,8,mortgage,75000.0
853305,fully paid,10000,36,10.99,327.34,debt_consolidation,11.41,24.65,3,mortgage,123000.0
853280,fully paid,8000,36,10.99,261.88,home_improvement,9.94,28.8,1,mortgage,68000.0
850687,fully paid,11000,36,6.99,339.6,debt_consolidation,8.19,27.3,8,rent,32400.0
853138,fully paid,1600,36,9.99,51.62,debt_consolidation,1.63,57.5,1,own,48000.0
853254,fully paid,35000,60,11.49,480.43,credit_card,8.73,48.3,1,mortgage,118000.0
853127,fully paid,10625,36,5.42,320.45,debt_consolidation,9.46,81.7,3,mortgage,28800.0
852689,fully paid,6000,36,11.49,197.83,debt_consolidation,9.73,31.9,3,mortgage,46000.0
848811,fully paid,6800,36,8.49,214.63,credit_card,7.73,51.2,3,rent,27800.0
853204,fully paid,12600,60,18.39,322.64,debt_consolidation,14.67,63.0,2,own,63000.0
853159,fully paid,18225,60,17.49,457.76,credit_card,20.84,90.7,10,mortgage,55000.0
803050,fully paid,14000,60,11.99,311.36,major_purchase,12.66,77.3,3,mortgage,73000.0
853157,fully paid,6800,36,18.39,247.17,debt_consolidation,21.02,29.8,10,mortgage,70000.0
853167,fully paid,35000,60,18.39,896.22,debt_consolidation,18.44,74.9,10,mortgage,104000.0
853145,fully paid,35000,60,18.39,896.22,wedding,10.58,31.7,8,rent,104000.0
853130,fully paid,6000,36,14.79,207.38,debt_consolidation,20.59,71.6,2,mortgage,32000.0
853105,fully paid,16000,60,10.99,347.8,wedding,11.6,59.6,3,rent,130000.0
852931,fully paid,1500,36,15.62,52.46,other,13.08,97.9,10,rent,39000.0
853049,fully paid,24000,60,11.99,533.75,other,12.36,44.6,10,rent,40000.0
853087,fully paid,16000,60,17.99,406.21,debt_consolidation,21.22,57.6,10,rent,75000.0
852997,fully paid,5000,36,5.42,150.8,debt_consolidation,7.51,10.7,7,mortgage,54000.0
853033,fully paid,25000,36,7.49,777.55,debt_consolidation,21.5,60.6,4,mortgage,135000.0
852793,fully paid,23675,60,12.99,538.56,debt_consolidation,25.12,60.7,4,mortgage,40896.0
853010,fully paid,11600,36,11.99,385.24,major_purchase,8.3,39.2,1,mortgage,58000.0
852973,charged off,14000,36,10.59,455.63,debt_consolidation,14.68,87.2,6,mortgage,90000.0
852982,fully paid,7250,36,8.49,228.84,credit_card,15.97,56.7,5,rent,39750.0
852879,charged off,1000,36,17.99,36.15,debt_consolidation,12.65,98.4,1,rent,24000.0
851758,fully paid,5000,60,13.49,115.03,other,3.62,32.5,4,mortgage,50004.0
852921,fully paid,2400,36,15.23,83.47,moving,18.01,97.9,3,rent,57500.0
852898,charged off,12500,60,14.79,296.0,credit_card,13.42,74.6,2,mortgage,80000.0
852896,fully paid,6500,36,15.99,228.49,wedding,13.01,53.7,7,mortgage,130000.0
851328,fully paid,14125,60,15.23,337.75,credit_card,22.58,45.0,1,rent,39000.0
845024,fully paid,5500,36,10.99,180.04,debt_consolidation,23.45,62.7,1,rent,24000.0
852831,fully paid,12000,36,10.59,390.54,debt_consolidation,18.58,80.1,1,rent,50000.0
852809,charged off,33500,60,21.74,582.4,debt_consolidation,2.77,13.1,10,rent,300000.0
846574,fully paid,8500,36,6.99,262.42,other,0.4,3.8,7,mortgage,75000.0
852817,fully paid,6400,36,5.99,194.68,credit_card,11.43,39.1,9,mortgage,90000.0
852703,charged off,4800,60,22.11,132.88,small_business,12.42,43.4,3,rent,65000.0
852767,fully paid,30000,36,8.49,946.89,home_improvement,5.41,0.9,2,mortgage,225000.0
852764,fully paid,5000,60,13.99,116.32,car,3.52,8.8,8,rent,60000.0
838790,fully paid,5000,36,13.49,169.66,major_purchase,19.75,8.5,3,rent,33600.0
844382,fully paid,4800,36,6.99,148.19,major_purchase,18.96,37.4,1,mortgage,70000.0
852681,fully paid,10000,36,10.59,325.45,debt_consolidation,22.76,42.1,10,rent,55000.0
852632,charged off,6500,36,15.99,228.49,debt_consolidation,20.2,44.2,3,mortgage,54000.0
852678,fully paid,10000,36,7.49,311.02,debt_consolidation,7.77,0.0,1,rent,38000.0
852502,fully paid,4000,36,6.99,123.5,major_purchase,25.18,3.0,9,rent,65000.0
852643,fully paid,3400,36,8.49,107.32,debt_consolidation,20.65,54.3,4,rent,76000.0
852641,fully paid,6000,36,15.23,208.67,debt_consolidation,14.88,99.4,10,rent,31200.0
852640,fully paid,8000,36,6.99,246.99,car,8.77,50.4,1,mortgage,72252.0
852591,fully paid,12000,60,12.99,272.98,credit_card,14.8,55.3,7,rent,72000.0
852526,fully paid,7500,36,13.99,256.3,home_improvement,16.67,89.9,2,mortgage,85000.0
852422,fully paid,2000,36,5.99,60.84,debt_consolidation,9.71,0.5,4,mortgage,32000.0
852474,fully paid,14000,36,16.89,498.38,debt_consolidation,21.93,61.3,2,rent,48000.0
852472,fully paid,5000,36,5.99,152.09,credit_card,11.54,42.1,5,rent,15600.0
852457,fully paid,3000,36,8.49,94.69,credit_card,15.18,66.3,6,mortgage,75000.0
852421,fully paid,5000,36,11.99,166.05,credit_card,18.83,58.7,4,rent,34800.0
852430,fully paid,13000,36,10.99,425.55,major_purchase,9.32,36.7,1,rent,64000.0
851645,fully paid,8000,36,12.99,269.52,debt_consolidation,18.32,60.9,5,rent,30000.0
851505,fully paid,14000,60,21.74,384.6,wedding,9.38,86.3,2,rent,75000.0
851770,charged off,6000,36,16.49,212.4,small_business,14.46,59.1,2,rent,18835.2
852404,fully paid,12300,36,12.99,414.38,debt_consolidation,21.99,42.9,1,rent,55000.0
848504,fully paid,2000,36,13.99,68.35,home_improvement,17.07,53.3,1,mortgage,24960.0
852354,fully paid,3000,36,10.99,98.21,debt_consolidation,9.17,18.9,1,rent,14400.0
852355,fully paid,8800,36,10.59,286.4,debt_consolidation,17.77,64.6,10,mortgage,125000.0
835550,fully paid,30000,60,13.99,478.64,debt_consolidation,13.94,28.6,10,rent,54996.0
847999,fully paid,5000,36,11.49,164.86,home_improvement,8.77,59.8,10,mortgage,140000.0
850385,fully paid,1200,36,10.99,39.29,debt_consolidation,7.63,1.4,1,own,9600.0
852268,fully paid,1600,36,17.49,57.44,home_improvement,21.0,96.3,10,rent,21600.0
852265,fully paid,1500,36,7.49,46.66,debt_consolidation,27.35,40.2,1,rent,24000.0
852170,fully paid,9000,36,7.49,279.92,debt_consolidation,19.74,28.6,6,rent,40800.0
852153,fully paid,11000,36,8.49,347.2,other,22.1,67.7,6,own,75000.0
852134,charged off,7500,36,16.89,266.99,credit_card,19.36,98.7,2,rent,91500.0
852085,fully paid,1500,36,7.49,46.66,major_purchase,18.53,53.2,2,rent,32000.0
852089,fully paid,3500,36,5.99,106.47,debt_consolidation,19.45,16.1,2,rent,30720.0
852064,fully paid,17000,60,11.99,378.07,debt_consolidation,5.33,32.5,10,rent,50000.0
851757,fully paid,5000,36,8.49,157.82,car,11.61,3.6,10,own,40000.0
852027,fully paid,3000,36,15.99,105.46,home_improvement,1.31,27.3,1,mortgage,96000.0
852006,fully paid,8500,36,6.99,262.42,debt_consolidation,29.43,28.3,5,rent,38000.0
838539,fully paid,21000,36,15.62,734.37,debt_consolidation,13.55,86.5,10,mortgage,90000.0
851986,fully paid,7500,36,5.42,226.2,vacation,3.21,6.4,10,mortgage,45600.0
851976,fully paid,2400,36,17.49,86.16,moving,18.4,97.2,4,rent,36000.0
851874,fully paid,20000,36,11.49,659.43,debt_consolidation,13.9,40.8,5,mortgage,63000.0
846186,fully paid,8000,36,7.49,248.82,credit_card,6.48,27.8,1,rent,50000.0
842395,fully paid,12000,36,6.99,370.48,debt_consolidation,15.39,43.4,2,mortgage,80000.0
851715,fully paid,5800,36,6.99,179.07,home_improvement,21.36,47.9,5,mortgage,75000.0
851682,fully paid,8000,36,16.49,283.2,debt_consolidation,18.09,91.2,10,rent,116664.0
851615,fully paid,24000,36,10.99,487.74,debt_consolidation,25.46,79.1,10,rent,70000.0
851613,fully paid,15000,60,10.99,326.07,home_improvement,13.14,38.0,5,mortgage,100000.0
851594,fully paid,12000,36,13.49,407.17,other,17.7,19.1,1,rent,60000.0
844621,charged off,4000,36,11.49,131.89,other,21.44,56.8,1,rent,51000.0
851565,fully paid,14000,60,13.99,325.69,debt_consolidation,0.98,24.7,4,rent,315600.0
851550,fully paid,12000,36,7.49,373.22,debt_consolidation,0.66,2.7,1,rent,72500.0
849809,fully paid,10000,36,19.29,368.03,debt_consolidation,13.12,63.8,8,own,120000.0
851498,charged off,9600,36,20.62,359.82,medical,11.04,99.3,2,rent,60000.0
851439,fully paid,30000,36,10.59,729.82,home_improvement,8.15,2.5,4,mortgage,275000.0
851383,fully paid,2500,36,6.99,77.19,car,5.86,42.7,3,rent,26400.0
850974,fully paid,10800,36,18.79,394.74,debt_consolidation,8.17,97.3,2,rent,50400.0
851222,charged off,2250,36,6.99,69.47,debt_consolidation,13.2,57.1,7,rent,48000.0
851356,fully paid,5500,36,10.59,179.0,car,16.49,45.3,7,mortgage,54000.0
847536,fully paid,34475,60,13.99,802.0,debt_consolidation,14.78,19.0,10,mortgage,57881.76
851224,fully paid,9900,60,13.49,227.75,other,12.74,36.8,5,mortgage,65196.0
851197,fully paid,18000,36,8.49,568.14,credit_card,5.6,59.1,10,mortgage,90000.0
851195,fully paid,25000,60,20.25,665.83,credit_card,23.88,81.1,4,mortgage,123000.0
850335,fully paid,12000,36,6.99,370.48,debt_consolidation,11.39,3.3,10,mortgage,105000.0
851178,fully paid,16000,36,17.49,574.36,debt_consolidation,15.03,69.2,10,mortgage,72000.0
851180,charged off,4000,36,9.99,129.05,debt_consolidation,18.6,33.1,3,mortgage,40000.0
851151,fully paid,8000,36,16.49,283.2,credit_card,5.52,67.4,1,rent,40000.0
851115,fully paid,18900,36,10.59,615.1,debt_consolidation,18.43,24.1,10,mortgage,85800.0
838602,charged off,22750,60,15.62,548.66,small_business,16.52,3.6,8,rent,30000.0
851080,fully paid,8800,36,7.49,273.7,debt_consolidation,16.77,33.4,10,rent,47000.0
850015,fully paid,10400,60,20.25,276.99,other,1.71,95.0,1,rent,87000.0
851074,fully paid,4000,36,5.99,121.67,credit_card,7.53,15.8,1,mortgage,45600.0
847572,fully paid,9000,36,10.99,294.61,car,17.31,77.8,2,mortgage,57600.0
850988,fully paid,8000,36,12.99,269.52,small_business,13.05,46.1,5,rent,24000.0
850990,fully paid,4800,36,10.99,157.13,home_improvement,13.03,60.8,10,mortgage,94000.0
850955,fully paid,5200,36,9.99,167.77,debt_consolidation,4.6,69.2,1,rent,65000.0
850929,fully paid,10000,36,16.89,355.99,home_improvement,11.21,55.9,4,mortgage,70000.0
848727,fully paid,9750,36,8.49,307.74,debt_consolidation,12.5,55.0,10,mortgage,70000.0
850886,fully paid,21600,60,14.79,511.49,debt_consolidation,24.19,51.3,8,rent,70150.0
850828,fully paid,8000,36,10.99,261.88,credit_card,17.37,59.2,10,mortgage,42000.0
850806,fully paid,7000,36,10.99,229.14,debt_consolidation,20.33,52.1,1,mortgage,145000.0
850779,fully paid,8000,36,12.99,269.52,debt_consolidation,14.82,50.7,10,rent,48000.0
850754,fully paid,9000,36,10.99,294.61,credit_card,15.1,50.3,5,rent,48000.0
850745,fully paid,12000,60,20.25,319.6,vacation,2.25,32.7,6,mortgage,135000.0
850712,fully paid,2500,60,16.89,61.99,home_improvement,19.05,21.3,7,mortgage,48000.0
850116,charged off,2500,36,7.49,77.76,other,21.6,21.7,1,rent,32004.0
850727,fully paid,25000,60,13.99,581.58,debt_consolidation,23.79,0.9,10,rent,85000.0
850713,charged off,35000,60,20.25,932.17,other,17.6,85.5,10,rent,92000.0
850711,charged off,35000,36,7.49,1088.56,debt_consolidation,13.62,6.6,1,mortgage,150000.0
850364,fully paid,9600,36,10.99,314.25,wedding,10.04,95.6,2,rent,85000.0
850174,fully paid,15000,60,16.89,371.91,home_improvement,12.67,21.5,1,mortgage,84000.0
849438,fully paid,35000,60,16.89,867.78,debt_consolidation,17.6,57.1,7,mortgage,85000.0
849760,fully paid,10000,36,11.49,329.72,wedding,16.14,35.0,1,rent,75000.0
850253,fully paid,12100,36,16.89,430.74,small_business,11.16,42.5,4,mortgage,74000.0
850652,charged off,4200,36,10.99,137.49,other,16.85,75.0,10,mortgage,32400.0
850619,fully paid,8400,36,13.99,287.06,home_improvement,8.34,28.2,10,rent,60000.0
850645,fully paid,8400,36,10.99,274.97,debt_consolidation,20.66,72.8,7,mortgage,37000.0
850632,fully paid,12000,60,10.99,260.85,other,20.79,53.6,8,mortgage,54492.0
850602,fully paid,3000,36,17.49,107.7,vacation,10.37,0.0,10,mortgage,70000.0
850530,fully paid,18000,36,8.49,568.14,credit_card,12.67,27.6,5,rent,80000.0
850510,fully paid,4000,60,15.99,97.26,debt_consolidation,4.37,80.9,2,rent,94404.0
850534,fully paid,10000,60,19.69,263.22,other,21.56,92.3,3,mortgage,84000.0
846260,fully paid,24000,36,7.49,746.44,home_improvement,5.14,1.0,3,mortgage,200000.0
850475,fully paid,3500,36,5.42,105.56,debt_consolidation,6.78,17.3,10,mortgage,48000.0
850452,fully paid,24250,60,17.49,609.09,debt_consolidation,17.02,81.0,6,mortgage,50000.0
850448,fully paid,7800,36,9.99,251.65,credit_card,21.95,47.3,2,rent,80000.0
816304,fully paid,21000,60,12.99,417.43,home_improvement,12.31,14.2,1,mortgage,59750.0
850434,fully paid,21600,36,12.99,727.69,debt_consolidation,6.12,0.0,10,mortgage,280000.0
850435,fully paid,35000,60,20.25,932.17,debt_consolidation,15.89,67.3,8,mortgage,200000.0
850382,fully paid,10000,36,15.23,347.79,debt_consolidation,23.78,94.1,3,mortgage,54000.0
849154,charged off,6000,36,17.49,215.39,moving,1.58,89.9,8,rent,53000.0
850370,fully paid,5000,36,10.59,162.73,vacation,10.84,30.9,10,rent,38400.0
850365,fully paid,3600,36,14.79,124.43,debt_consolidation,15.19,91.7,9,rent,70000.0
850360,fully paid,15000,60,15.99,364.7,debt_consolidation,18.01,56.1,10,mortgage,84000.0
850350,fully paid,5000,36,15.99,175.77,debt_consolidation,14.51,60.8,3,mortgage,55000.0
850331,charged off,18800,60,19.69,494.85,home_improvement,12.98,83.1,8,own,50000.0
850312,fully paid,19600,60,10.59,306.39,small_business,20.73,8.2,4,mortgage,39996.0
850275,fully paid,10000,36,11.49,329.72,debt_consolidation,9.9,93.7,1,rent,65000.0
850282,fully paid,28000,36,10.59,911.26,home_improvement,12.6,47.3,7,mortgage,202000.0
850197,fully paid,16000,36,6.99,493.97,credit_card,3.49,46.8,9,mortgage,108717.0
848659,fully paid,10800,36,11.99,358.67,debt_consolidation,16.86,65.7,3,mortgage,89000.0
837107,fully paid,35000,60,13.49,805.17,debt_consolidation,22.09,55.9,7,mortgage,97000.0
844571,fully paid,12000,36,8.49,378.76,credit_card,9.75,44.2,7,mortgage,140000.0
850164,fully paid,15000,36,8.49,473.45,debt_consolidation,6.6,29.0,3,mortgage,70000.0
850158,charged off,22000,60,18.39,563.34,debt_consolidation,15.53,79.4,8,rent,65000.0
850126,charged off,4200,36,10.99,137.49,debt_consolidation,16.2,20.9,2,rent,60000.0
850107,fully paid,7200,36,8.49,227.26,debt_consolidation,6.72,18.3,2,rent,50000.0
850106,charged off,1325,36,13.49,44.96,moving,3.8,11.9,1,rent,24000.0
838123,fully paid,8500,36,10.99,278.24,other,23.42,63.1,9,mortgage,62000.0
850050,fully paid,15000,60,11.49,329.82,debt_consolidation,20.68,25.3,2,mortgage,100000.0
850043,fully paid,20000,60,18.39,512.13,debt_consolidation,12.66,85.5,10,mortgage,74000.0
850021,fully paid,7000,36,15.62,244.79,medical,21.64,28.7,5,rent,30000.0
849996,charged off,6000,36,10.59,195.27,medical,4.07,33.2,2,rent,28000.0
847201,fully paid,4000,36,10.59,130.18,other,22.81,39.2,7,rent,38400.0
849137,fully paid,9600,36,15.99,337.47,debt_consolidation,11.07,66.6,1,rent,33600.0
849893,fully paid,8575,36,15.62,299.87,other,23.59,52.3,2,rent,32000.0
849912,fully paid,7000,36,15.99,246.07,credit_card,13.13,94.5,7,rent,65000.0
849806,fully paid,11000,36,7.49,342.12,debt_consolidation,13.72,48.2,1,mortgage,80000.0
849391,fully paid,8000,36,5.99,243.34,other,2.83,3.0,1,rent,42000.0
849819,fully paid,18000,36,7.49,559.83,debt_consolidation,8.39,58.9,10,mortgage,116000.0
849780,fully paid,10000,36,10.99,327.34,credit_card,16.84,61.7,1,own,55000.0
849784,fully paid,6500,36,7.49,202.17,credit_card,20.2,67.4,10,mortgage,55000.0
849748,fully paid,7000,36,6.99,216.11,debt_consolidation,13.87,64.9,1,mortgage,90000.0
849761,charged off,4000,60,16.89,99.18,other,4.02,89.5,1,rent,35832.0
849681,fully paid,3500,36,12.99,117.92,major_purchase,6.66,43.8,4,rent,80000.0
847393,fully paid,12000,36,8.49,378.76,debt_consolidation,8.36,47.1,10,rent,54000.0
849741,fully paid,13000,60,13.99,302.42,debt_consolidation,14.06,73.9,10,mortgage,96000.0
849728,fully paid,18000,36,10.59,585.81,debt_consolidation,7.15,63.0,8,rent,80000.0
849720,fully paid,1900,36,13.49,64.47,other,4.01,41.0,5,rent,32000.0
845857,fully paid,5500,36,5.42,165.88,credit_card,12.63,6.0,1,rent,59000.0
823634,fully paid,10000,60,20.25,266.34,small_business,5.14,55.2,5,own,35000.0
849634,fully paid,8000,36,6.99,246.99,credit_card,15.67,44.5,10,rent,70000.0
849464,fully paid,6000,36,13.49,203.59,debt_consolidation,0.31,94.8,3,mortgage,54000.0
849514,fully paid,13800,36,13.99,471.59,debt_consolidation,11.34,71.6,4,rent,67300.0
849487,fully paid,7400,60,19.29,193.15,other,1.38,51.0,10,rent,56400.0
832833,fully paid,1400,36,5.42,42.23,major_purchase,12.07,2.7,10,mortgage,54000.0
849396,fully paid,6000,36,11.49,197.83,other,10.33,45.3,1,rent,63552.0
849089,fully paid,12000,36,9.99,387.15,other,20.59,23.6,2,own,36184.8
849436,fully paid,6000,36,6.99,185.24,other,20.75,59.7,1,rent,55182.4
849425,fully paid,30000,60,11.99,667.19,debt_consolidation,11.15,0.8,10,own,85000.0
848889,fully paid,8000,60,14.79,189.44,debt_consolidation,10.87,57.9,3,rent,47900.0
846275,fully paid,15000,36,8.49,473.45,debt_consolidation,25.0,34.4,6,rent,41000.0
849385,fully paid,6000,36,10.99,196.41,debt_consolidation,18.69,61.4,4,mortgage,85000.0
849347,fully paid,9175,36,10.99,300.34,credit_card,17.9,68.6,10,own,25000.0
849283,fully paid,6000,36,10.99,196.41,credit_card,21.06,66.7,5,mortgage,64000.0
849316,fully paid,12000,60,19.69,315.87,debt_consolidation,11.49,32.8,7,rent,82000.0
849167,fully paid,15000,36,9.99,483.94,small_business,11.24,65.4,1,mortgage,90000.0
849218,fully paid,12000,36,7.49,373.22,debt_consolidation,11.93,33.3,1,rent,111996.0
845275,charged off,8025,36,13.49,272.3,debt_consolidation,20.44,83.6,10,mortgage,55000.0
847756,fully paid,10000,36,7.49,311.02,home_improvement,6.14,31.2,10,mortgage,60204.0
849217,fully paid,6000,36,8.49,189.38,other,10.27,5.5,3,mortgage,52000.0
848746,fully paid,35000,60,16.89,867.78,debt_consolidation,7.37,59.1,10,mortgage,90000.0
849205,fully paid,3000,36,11.99,99.63,credit_card,22.17,73.5,3,rent,74250.0
849145,fully paid,5125,36,9.99,165.35,renewable_energy,15.25,42.9,1,own,50000.0
849084,fully paid,4750,36,8.49,149.93,debt_consolidation,17.04,24.9,1,rent,15000.0
846685,fully paid,7000,60,11.49,153.92,car,5.7,11.0,10,rent,101040.0
849056,fully paid,11500,36,9.99,371.02,debt_consolidation,21.55,55.0,5,mortgage,68000.0
846396,charged off,12000,36,5.99,365.01,debt_consolidation,12.73,30.5,3,mortgage,36000.0
849008,fully paid,1400,36,15.62,48.96,major_purchase,2.28,82.0,4,rent,30000.0
848960,fully paid,7000,36,6.99,216.11,home_improvement,6.32,46.9,8,rent,60000.0
839789,fully paid,21000,36,11.99,697.41,debt_consolidation,21.29,23.5,1,mortgage,145000.0
831935,fully paid,13775,60,11.99,306.35,debt_consolidation,15.74,68.8,10,rent,62900.0
848888,fully paid,10000,36,8.49,315.63,car,10.76,0.2,2,mortgage,86748.0
847103,fully paid,1500,36,6.99,46.31,debt_consolidation,29.3,29.8,1,rent,33996.0
848890,fully paid,30000,60,13.99,697.9,debt_consolidation,17.35,26.0,10,mortgage,85000.0
835246,fully paid,3075,36,15.23,106.95,debt_consolidation,23.06,70.0,10,mortgage,32678.4
848849,fully paid,5000,36,10.59,162.73,debt_consolidation,10.34,40.6,5,rent,52000.0
816802,fully paid,20000,36,10.99,654.68,major_purchase,10.55,4.2,5,mortgage,82000.0
848821,fully paid,35000,36,13.99,1196.05,home_improvement,14.08,11.8,10,mortgage,164000.0
848817,fully paid,5000,36,7.49,155.51,other,12.42,33.7,1,rent,52000.0
848794,charged off,8000,36,15.62,279.76,debt_consolidation,15.87,90.6,10,mortgage,40000.0
833595,fully paid,4200,36,7.49,130.63,debt_consolidation,8.61,56.6,1,own,21600.0
848702,charged off,15000,36,11.49,494.57,credit_card,9.69,32.2,8,mortgage,120000.0
846205,fully paid,12600,60,13.49,289.86,debt_consolidation,20.33,36.4,6,rent,32000.0
840726,fully paid,12000,60,8.49,246.15,debt_consolidation,15.68,48.1,5,mortgage,100000.0
848658,charged off,30000,60,20.25,799.0,debt_consolidation,16.32,71.9,10,mortgage,78000.0
846016,fully paid,5000,36,7.49,155.51,other,24.67,0.0,10,mortgage,46551.0
848639,fully paid,1200,36,11.49,39.57,medical,9.6,58.9,5,rent,36000.0
848624,fully paid,4400,36,15.62,153.87,debt_consolidation,6.35,82.8,1,rent,24000.0
847490,fully paid,7000,36,12.99,235.83,debt_consolidation,18.35,43.9,2,rent,45000.0
848411,fully paid,20200,60,18.79,521.67,home_improvement,4.78,74.4,3,mortgage,150000.0
847900,charged off,4000,36,11.49,131.89,debt_consolidation,21.6,24.3,10,rent,18000.0
847763,fully paid,19400,36,13.49,658.26,credit_card,10.71,89.6,4,rent,55438.0
848538,fully paid,7500,36,15.62,262.28,credit_card,9.81,61.8,10,rent,45000.0
845058,fully paid,11200,36,10.99,366.63,debt_consolidation,5.05,32.1,4,mortgage,44000.0
848509,charged off,2500,36,15.62,87.43,debt_consolidation,22.92,87.9,3,rent,39000.0
848496,fully paid,24000,36,11.99,797.03,debt_consolidation,10.61,45.4,3,rent,100300.0
831172,fully paid,8000,60,18.79,206.61,debt_consolidation,5.21,56.1,10,mortgage,97500.0
848386,charged off,5000,60,10.99,108.69,car,16.24,39.7,5,mortgage,45000.0
848477,fully paid,8575,36,13.49,290.96,credit_card,21.1,79.9,7,mortgage,63000.0
848469,fully paid,4800,36,7.49,149.29,other,3.11,81.2,3,mortgage,200000.0
840806,fully paid,35000,36,17.49,1256.4,credit_card,17.8,74.9,10,mortgage,130000.0
823850,fully paid,10625,36,6.99,328.03,debt_consolidation,29.76,30.0,10,rent,30000.0
847174,fully paid,15000,60,20.62,402.61,debt_consolidation,15.46,91.0,4,rent,70000.0
848405,fully paid,6000,36,10.99,196.41,medical,21.56,68.2,10,mortgage,95610.0
848406,charged off,30000,60,19.69,789.66,debt_consolidation,19.9,72.4,10,mortgage,117000.0
848389,charged off,4000,36,17.49,143.59,debt_consolidation,11.46,95.3,1,mortgage,49000.0
848273,charged off,15000,36,13.99,512.6,credit_card,12.05,47.0,2,mortgage,48000.0
847316,fully paid,28000,36,8.49,883.77,debt_consolidation,19.79,50.9,8,rent,56950.0
847006,fully paid,6000,36,7.49,186.61,debt_consolidation,24.84,85.1,10,mortgage,128000.0
848329,fully paid,8400,36,6.99,259.33,credit_card,9.14,73.7,4,rent,65000.0
848334,fully paid,18400,36,14.79,635.96,debt_consolidation,9.79,77.6,10,rent,150000.0
848303,charged off,2500,36,11.49,82.43,other,7.68,93.0,10,rent,66072.0
848279,fully paid,28000,36,17.49,1005.12,debt_consolidation,16.32,90.9,7,mortgage,185000.0
848173,fully paid,10000,36,10.99,327.34,credit_card,15.12,82.6,1,rent,145000.0
848217,fully paid,5000,36,8.49,157.82,home_improvement,16.52,41.6,10,rent,60000.0
847826,fully paid,3250,36,11.49,107.16,small_business,11.88,4.5,1,mortgage,9600.0
848175,fully paid,3725,36,10.59,121.23,credit_card,18.57,70.8,10,rent,140000.0
848139,fully paid,12000,36,11.49,281.08,other,14.79,76.6,5,mortgage,93218.0
848062,fully paid,6000,36,15.99,210.92,small_business,3.84,86.0,1,rent,45000.0
848086,fully paid,14400,60,13.49,331.27,credit_card,23.14,39.1,10,rent,33600.0
840232,fully paid,8500,60,10.99,184.77,debt_consolidation,11.87,54.9,10,mortgage,65000.0
848033,fully paid,2800,36,10.99,91.66,other,3.0,24.9,4,rent,9600.0
847836,charged off,11200,36,13.99,382.74,car,13.5,74.8,7,rent,105000.0
848053,fully paid,12000,60,12.99,272.98,debt_consolidation,3.07,12.6,10,rent,70000.0
846704,fully paid,4000,36,6.99,123.5,home_improvement,3.29,33.0,10,mortgage,54000.0
846939,fully paid,10000,60,10.99,217.38,other,4.55,21.6,1,rent,42996.0
847977,fully paid,2000,36,5.42,60.32,credit_card,11.73,28.5,7,rent,42870.0
847946,fully paid,25000,60,15.99,385.97,small_business,7.29,61.5,10,rent,157000.0
847906,fully paid,10000,36,10.59,325.45,debt_consolidation,22.53,90.6,10,mortgage,80000.0
847893,fully paid,14000,60,13.49,322.07,home_improvement,28.13,24.2,6,mortgage,81600.0
