id,loan_status,loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
814575,0,8000,36,10.99,b,source verified,debt_consolidation,6.57,0,0,74.9,22,4.0,mortgage,11.289781913656018
814509,1,18000,60,12.99,c,verified,other,24.54,0,0,38.9,29,2.0,mortgage,11.002099841204238
814512,1,2000,36,16.89,d,source verified,other,3.31,2,0,79.2,3,2.0,rent,10.404262840448617
814500,0,2100,36,5.42,a,not verified,home_improvement,5.86,0,0,8.5,22,10.0,mortgage,10.46310334047155
814454,0,10400,36,11.49,b,verified,debt_consolidation,0.0,0,1,0.0,6,5.0,mortgage,10.757902880692196
814132,0,6000,36,15.62,d,source verified,debt_consolidation,22.22,1,0,84.3,15,1.0,mortgage,10.46310334047155
814375,1,14000,60,20.99,f,source verified,debt_consolidation,10.96,0,0,98.6,26,10.0,rent,11.695247021764184
814378,0,3000,36,10.59,b,source verified,home_improvement,14.18,0,0,57.1,23,10.0,own,10.181119289134408
814373,0,2200,36,12.99,c,source verified,home_improvement,20.16,1,0,47.9,28,4.0,mortgage,10.819778284410283
813015,0,7700,36,13.49,c,verified,debt_consolidation,24.41,2,0,30.4,14,1.0,rent,10.872370734529454
814347,0,4100,36,10.59,b,not verified,medical,7.54,0,0,49.7,29,10.0,rent,10.950806546816688
814318,1,5000,60,17.49,d,source verified,car,16.71,1,0,20.0,15,3.0,rent,10.268130666124037
790160,0,2700,60,7.49,a,not verified,debt_consolidation,28.0,0,0,25.8,7,2.0,own,9.392661928770137
814265,0,10000,36,11.49,b,verified,debt_consolidation,18.32,0,0,83.1,12,4.0,rent,10.332669187261608
812943,0,10000,36,10.99,b,source verified,car,3.0,0,0,7.9,5,1.0,rent,9.862665558015873
814049,0,4000,36,11.49,b,not verified,home_improvement,24.33,3,0,65.3,18,6.0,mortgage,10.491274217438248
780717,1,12000,60,11.99,b,source verified,major_purchase,8.3,0,0,18.4,23,10.0,mortgage,11.84939770159144
809202,0,12000,60,13.49,c,not verified,debt_consolidation,18.35,1,0,25.7,22,2.0,rent,11.034873534864897
814138,0,6000,36,7.49,a,not verified,debt_consolidation,17.12,0,0,68.0,22,4.0,rent,11.238488619268468
814124,1,5650,36,10.99,b,source verified,home_improvement,12.37,1,0,13.8,30,3.0,mortgage,11.184421397998193
809975,0,8000,36,11.49,b,source verified,small_business,15.01,0,0,69.0,20,9.0,mortgage,11.042921835724492
814053,0,19000,60,16.49,d,source verified,debt_consolidation,17.49,0,0,64.2,34,1.0,rent,11.225243392518447
814034,0,12000,36,12.99,c,source verified,credit_card,7.92,2,0,79.8,41,1.0,rent,10.968198289528557
814027,0,10000,36,20.62,f,source verified,wedding,0.58,0,0,97.8,21,2.0,mortgage,12.128111104060462
812580,0,16000,36,10.99,b,verified,debt_consolidation,24.0,1,0,42.7,43,1.0,own,10.858998997563564
813780,1,12000,60,18.79,e,verified,home_improvement,7.43,0,0,79.0,6,6.0,mortgage,10.787709534884778
813997,0,4000,36,10.99,b,source verified,wedding,15.43,1,1,48.7,20,5.0,mortgage,10.874266469694353
810922,0,4800,36,9.99,b,source verified,home_improvement,16.26,6,0,26.6,31,10.0,mortgage,11.082142548877775
813974,0,24000,60,10.99,b,source verified,medical,9.22,0,0,13.9,14,2.0,mortgage,11.002099841204238
813908,1,1500,36,8.49,a,not verified,other,8.43,0,0,27.4,11,3.0,rent,10.714417768752456
813952,0,5100,36,11.49,b,not verified,debt_consolidation,21.86,1,0,85.6,19,6.0,mortgage,11.002099841204238
813928,0,14125,36,13.99,c,source verified,debt_consolidation,21.41,1,1,86.3,38,10.0,mortgage,10.714417768752456
813926,1,5200,36,13.99,c,source verified,debt_consolidation,23.18,2,0,94.7,39,5.0,mortgage,11.002099841204238
798804,0,4800,36,11.49,b,not verified,wedding,6.88,1,0,85.3,9,8.0,rent,10.308952660644293
813846,0,10000,36,13.99,c,source verified,moving,15.35,1,0,65.4,50,5.0,mortgage,11.891361900690473
813821,0,16000,36,8.49,a,source verified,credit_card,10.3,0,0,25.8,27,6.0,rent,11.082142548877775
813817,0,2800,36,13.49,c,verified,vacation,8.97,1,1,55.0,25,10.0,mortgage,10.915088464214607
813783,0,17325,36,11.99,b,source verified,credit_card,12.89,0,0,65.9,13,1.0,mortgage,11.643953727376633
813659,0,1450,36,10.59,b,not verified,debt_consolidation,23.96,2,0,87.5,21,7.0,mortgage,10.915088464214607
811215,0,16000,60,14.79,c,verified,debt_consolidation,7.77,3,0,32.9,20,10.0,mortgage,11.112388195098362
813696,0,12800,60,18.39,e,not verified,other,14.26,2,0,76.6,29,9.0,mortgage,11.112447898373103
812739,0,1500,36,9.99,b,source verified,other,20.02,0,0,0.0,15,5.0,rent,10.621424901903293
813725,1,5000,36,12.99,c,verified,debt_consolidation,16.89,3,0,78.5,45,2.0,mortgage,11.759785542901755
813706,0,16000,36,10.99,b,source verified,debt_consolidation,12.2,0,0,61.0,14,2.0,rent,11.326595886778735
805466,0,15000,60,10.99,b,not verified,other,7.38,0,0,2.9,16,8.0,mortgage,11.289781913656018
813680,0,12000,36,7.49,a,source verified,debt_consolidation,4.7,0,0,17.1,37,5.0,mortgage,11.951180395901384
812696,0,5000,36,9.99,b,source verified,house,13.1,0,0,70.4,20,10.0,mortgage,11.225243392518447
813605,0,8000,36,15.99,d,source verified,debt_consolidation,11.23,0,0,54.4,18,7.0,rent,10.645424897265505
796251,0,35000,36,17.99,e,verified,debt_consolidation,20.55,0,0,70.0,29,4.0,own,11.55214617812351
812307,0,12600,36,16.89,d,source verified,debt_consolidation,10.61,0,0,85.2,20,10.0,mortgage,10.93299267747189
813463,0,8400,36,7.49,a,not verified,other,9.55,0,0,53.2,12,6.0,rent,11.156250521031495
812571,1,22250,60,14.79,c,verified,small_business,23.16,1,0,51.5,27,4.0,mortgage,10.555812738575819
813415,0,5100,36,7.49,a,not verified,home_improvement,3.23,1,0,10.4,7,2.0,rent,10.524064040261237
809660,0,6000,60,16.89,d,not verified,debt_consolidation,18.39,0,0,78.7,12,3.0,rent,10.51856507767415
813383,0,3250,36,5.42,a,source verified,credit_card,1.6,0,0,8.4,7,1.0,rent,10.308952660644293
813223,0,6500,36,10.99,b,not verified,other,22.03,0,0,76.0,37,10.0,mortgage,10.926028404252943
795609,0,25000,60,11.49,b,verified,debt_consolidation,7.34,0,0,45.6,20,10.0,rent,11.472103470449973
813170,0,20000,60,13.49,c,verified,debt_consolidation,17.28,0,0,75.2,35,3.0,rent,11.198214720130528
813125,0,5500,60,8.49,a,not verified,car,10.21,0,0,36.6,17,6.0,mortgage,10.586584397242571
788341,0,12000,36,9.99,b,source verified,debt_consolidation,21.57,1,0,34.3,17,10.0,mortgage,11.018629143155449
812936,0,6600,36,10.59,b,source verified,debt_consolidation,7.42,3,0,89.9,17,1.0,rent,11.002099841204238
813107,0,2300,36,6.99,a,source verified,other,12.56,0,0,5.8,24,1.0,mortgage,11.06663836234181
813036,0,13100,60,20.25,f,verified,debt_consolidation,20.11,0,0,72.1,36,5.0,mortgage,11.289781913656018
813082,1,15000,60,14.79,c,source verified,home_improvement,5.88,1,1,17.4,22,5.0,mortgage,10.858998997563564
813003,0,10000,36,11.99,b,verified,debt_consolidation,9.23,1,0,40.9,8,5.0,rent,10.858998997563564
813028,0,8000,36,5.99,a,verified,home_improvement,2.91,0,0,1.9,55,10.0,mortgage,11.695247021764184
702706,0,16000,36,10.99,b,not verified,debt_consolidation,10.16,1,0,50.7,17,10.0,own,11.49272275765271
778534,0,8000,36,10.59,b,not verified,debt_consolidation,6.64,0,0,84.9,11,5.0,mortgage,11.372225582867094
812153,0,10000,36,7.49,a,source verified,other,10.42,0,0,6.8,26,2.0,mortgage,10.268130666124037
812949,1,16000,60,10.99,b,not verified,debt_consolidation,10.66,0,0,9.9,12,10.0,rent,10.59563423276249
812958,0,6000,36,11.99,b,source verified,debt_consolidation,18.14,0,0,80.6,23,8.0,rent,11.566466231898259
812931,0,10000,60,13.49,c,source verified,other,8.46,5,0,3.3,23,1.0,rent,12.092612751615698
812803,0,3000,36,15.23,c,source verified,major_purchase,1.03,1,0,98.6,11,1.0,mortgage,10.645424897265505
806073,0,6000,36,7.49,a,not verified,small_business,19.06,3,0,7.8,25,5.0,rent,10.165851817003619
812779,0,8000,36,15.62,d,source verified,debt_consolidation,15.95,0,0,37.9,9,4.0,rent,10.82774645405946
812737,0,12000,60,11.99,b,source verified,debt_consolidation,6.79,0,0,63.6,17,4.0,rent,10.819778284410283
812628,1,8450,60,13.49,c,verified,major_purchase,12.73,1,0,0.0,14,2.0,mortgage,9.711115659888671
812332,0,10000,36,7.49,a,source verified,debt_consolidation,16.61,0,0,10.3,24,1.0,own,11.56171562913966
810372,1,7000,36,15.99,d,not verified,debt_consolidation,2.4,1,0,91.3,15,10.0,own,11.877568578558138
812624,0,5000,36,9.99,b,verified,other,7.97,1,0,79.8,10,1.0,mortgage,10.855145428247575
812614,0,6000,36,6.99,a,verified,debt_consolidation,27.67,0,0,3.9,25,10.0,rent,10.747207591575448
810905,0,6000,36,15.23,c,not verified,debt_consolidation,11.46,1,1,46.6,11,2.0,rent,10.268130666124037
812148,0,20000,60,17.49,d,source verified,debt_consolidation,15.13,2,0,70.4,28,10.0,mortgage,10.799575577092764
812618,0,2100,36,9.99,b,source verified,small_business,13.89,0,0,33.8,6,3.0,rent,9.980448593672257
812619,1,18000,60,17.99,e,verified,debt_consolidation,21.83,1,0,67.1,35,7.0,mortgage,11.9760240592388
812577,1,13700,60,11.49,b,verified,small_business,0.0,3,0,0.0,27,6.0,mortgage,11.05089000537367
812517,0,6800,36,10.59,b,source verified,debt_consolidation,6.14,0,0,34.3,18,1.0,mortgage,10.635855446249355
812521,0,9600,36,8.49,a,source verified,debt_consolidation,23.25,1,0,18.5,40,5.0,mortgage,10.596634733096073
810487,0,12000,36,11.99,b,verified,other,11.2,2,0,17.6,14,5.0,own,10.571316925111784
807734,0,23200,60,10.99,b,verified,credit_card,19.75,0,0,66.6,18,10.0,rent,11.84939770159144
808799,1,35000,60,17.49,d,source verified,small_business,14.07,2,0,55.2,28,1.0,rent,11.289781913656018
812457,0,20000,36,7.49,a,verified,other,6.29,1,0,10.8,31,3.0,rent,11.37366339763672
812452,1,35000,60,15.99,d,source verified,small_business,14.66,1,0,0.0,12,7.0,rent,11.156250521031495
812247,0,16450,60,11.49,b,not verified,credit_card,27.43,0,0,52.6,21,5.0,rent,10.819778284410283
812411,0,20000,60,15.23,c,verified,debt_consolidation,18.51,1,0,62.3,10,4.0,mortgage,10.645424897265505
811377,0,4000,36,7.49,a,not verified,home_improvement,18.3,0,0,46.2,33,6.0,mortgage,11.3290026268093
812407,1,11200,60,21.74,f,source verified,debt_consolidation,6.3,2,1,39.6,25,10.0,rent,11.112447898373103
809684,0,8000,36,8.49,a,source verified,home_improvement,2.71,5,0,29.8,16,3.0,mortgage,11.156250521031495
812368,0,10000,36,8.49,a,source verified,debt_consolidation,20.27,0,0,42.9,26,5.0,rent,11.289781913656018
812320,0,8350,36,6.99,a,not verified,small_business,0.39,0,0,1.2,13,6.0,rent,11.25285855955142
800343,0,14075,60,20.25,f,verified,debt_consolidation,22.8,0,0,77.4,19,7.0,mortgage,10.571316925111784
812202,1,30000,60,17.99,e,verified,debt_consolidation,21.35,0,0,83.2,28,1.0,mortgage,11.728004586002355
812192,0,6200,36,8.49,a,verified,home_improvement,12.64,0,0,20.0,23,3.0,mortgage,11.512925464970229
812145,0,9000,36,5.99,a,not verified,debt_consolidation,13.6,0,0,24.9,21,10.0,own,10.308952660644293
811924,0,2400,60,17.99,e,not verified,other,3.0,1,0,38.8,4,5.0,own,9.392661928770137
811503,0,3600,60,15.23,c,source verified,other,14.29,3,0,85.1,42,6.0,mortgage,11.492763573146275
812114,0,10000,36,13.99,c,verified,debt_consolidation,23.92,1,1,87.6,14,3.0,rent,10.348173373797573
812086,1,12000,60,10.59,b,source verified,credit_card,16.32,2,0,32.4,24,1.0,rent,10.778956289890028
812097,0,35000,60,13.49,c,verified,debt_consolidation,14.84,0,0,17.8,23,10.0,mortgage,11.512925464970229
809380,1,4500,36,13.49,c,not verified,debt_consolidation,11.77,1,0,20.1,23,2.0,rent,10.757902880692196
810558,0,15000,36,15.99,d,not verified,other,11.34,2,1,31.0,19,7.0,mortgage,11.542484267211773
811941,0,8000,36,11.49,b,not verified,wedding,1.67,0,0,9.6,5,3.0,rent,9.980448593672257
811942,0,5950,36,5.99,a,not verified,car,21.83,0,0,23.8,17,6.0,rent,10.645424897265505
811923,0,10000,36,13.99,c,not verified,credit_card,9.7,2,0,59.7,33,10.0,mortgage,10.38591370178042
811913,1,11500,36,11.49,b,source verified,moving,13.23,1,0,3.4,63,1.0,rent,10.596634733096073
811822,0,1500,36,10.99,b,not verified,other,16.13,2,0,41.4,14,1.0,rent,10.433998149618517
811771,0,1000,36,11.49,b,not verified,other,20.42,1,0,87.4,35,10.0,mortgage,11.50085288373596
808551,0,35000,60,10.99,b,verified,small_business,6.08,0,0,36.5,16,10.0,mortgage,10.793689717929501
811761,0,4000,36,11.99,b,not verified,credit_card,15.91,0,0,72.3,13,1.0,mortgage,11.251560700835821
811729,0,7000,36,8.49,a,source verified,debt_consolidation,23.59,2,0,34.4,27,8.0,rent,10.819778284410283
803032,0,19150,36,6.99,a,not verified,credit_card,5.69,0,0,23.1,14,4.0,mortgage,11.278468153755746
806786,0,9500,36,11.99,b,not verified,debt_consolidation,11.28,2,0,0.1,16,3.0,mortgage,10.463217619655723
811616,0,8000,36,5.99,a,not verified,other,26.34,0,0,11.3,36,4.0,rent,10.59653472809574
811646,0,9000,36,11.99,b,source verified,debt_consolidation,19.03,1,0,59.6,27,7.0,rent,10.586584397242571
811685,0,6000,36,11.99,b,source verified,debt_consolidation,8.66,0,0,82.1,20,10.0,mortgage,11.59910316121128
811180,0,14000,36,17.49,d,source verified,credit_card,16.96,0,0,78.7,21,10.0,mortgage,11.790557201568507
811633,0,25000,60,21.74,f,verified,debt_consolidation,12.77,0,0,90.8,18,8.0,rent,11.695247021764184
796993,0,30000,60,17.99,e,verified,debt_consolidation,19.09,2,0,69.2,32,5.0,mortgage,11.218554404367652
805593,0,12500,36,7.49,a,not verified,credit_card,9.43,0,0,16.7,21,8.0,mortgage,11.350406535472453
811558,0,5500,36,11.49,b,not verified,debt_consolidation,12.82,1,0,46.0,20,3.0,rent,10.778956289890028
811533,0,8000,36,8.49,a,source verified,debt_consolidation,23.15,1,0,57.2,45,3.0,own,11.258033215341438
810589,0,6400,36,10.99,b,source verified,credit_card,18.09,0,0,94.4,17,1.0,rent,11.289781913656018
811527,0,12000,36,15.62,d,verified,debt_consolidation,7.18,0,0,95.8,19,10.0,mortgage,11.26446410567173
811519,0,7500,36,10.99,b,not verified,credit_card,20.4,0,0,67.3,25,6.0,rent,10.126631103850338
811512,0,6000,36,8.49,a,not verified,debt_consolidation,9.24,1,0,45.7,11,1.0,rent,10.308952660644293
811497,0,10000,36,15.23,c,source verified,home_improvement,8.59,1,0,83.7,7,4.0,mortgage,10.27270352796917
811513,1,21000,60,17.99,e,verified,home_improvement,6.25,0,0,70.9,18,4.0,mortgage,11.695247021764184
811491,0,5000,36,11.49,b,source verified,debt_consolidation,21.47,0,0,92.0,30,7.0,rent,11.512885464170207
811484,0,5000,36,16.49,d,source verified,car,13.5,2,0,11.9,10,4.0,rent,10.085809109330082
810775,0,4800,36,9.99,b,source verified,home_improvement,18.73,2,0,40.3,28,8.0,mortgage,11.407564949312402
811239,0,5000,36,10.99,b,source verified,debt_consolidation,14.93,1,0,23.2,20,1.0,rent,10.126631103850338
801277,1,8125,60,16.89,d,not verified,debt_consolidation,20.65,2,1,86.1,34,10.0,mortgage,10.997924469793757
811406,0,5000,60,13.49,c,verified,car,14.3,1,0,52.3,43,10.0,mortgage,11.002099841204238
811395,0,6000,36,5.99,a,not verified,major_purchase,14.21,1,0,3.2,23,10.0,mortgage,10.950806546816688
811363,0,2400,36,9.99,b,source verified,major_purchase,17.72,0,0,46.5,8,4.0,own,10.555812738575819
804362,0,20000,36,12.99,c,verified,debt_consolidation,8.7,1,0,77.5,6,2.0,mortgage,11.918390573078392
805151,0,9000,60,10.99,b,source verified,car,14.08,1,0,3.6,41,10.0,mortgage,11.444732273653841
806286,0,14000,36,10.99,b,verified,wedding,13.23,0,0,69.6,19,6.0,mortgage,11.852250770573848
811348,1,5000,36,10.99,b,not verified,moving,23.25,0,0,71.3,12,1.0,rent,10.085809109330082
811342,0,4800,36,17.49,d,not verified,wedding,5.77,2,1,99.7,9,5.0,own,10.874266469694353
810924,0,9000,36,10.59,b,source verified,major_purchase,16.84,2,0,34.3,10,1.0,rent,11.002099841204238
811317,0,15500,36,11.99,b,source verified,debt_consolidation,19.63,0,0,92.5,23,1.0,own,10.555812738575819
811320,0,1400,36,15.62,d,not verified,wedding,2.29,1,0,10.8,14,1.0,rent,9.592195614445213
811269,0,12000,36,11.99,b,source verified,debt_consolidation,14.82,1,1,52.0,20,10.0,own,11.569863298928668
810261,0,1500,60,12.99,c,verified,other,2.95,0,0,26.7,42,1.0,mortgage,10.404262840448617
811230,0,6225,36,14.79,c,source verified,debt_consolidation,21.67,1,0,85.8,19,4.0,rent,10.419300717813158
811157,0,18000,60,16.89,d,source verified,debt_consolidation,9.93,0,0,39.2,17,10.0,mortgage,11.156250521031495
811171,0,4000,36,5.99,a,not verified,home_improvement,19.41,1,0,30.1,22,10.0,mortgage,11.127262984158243
810669,1,16000,60,11.49,b,not verified,debt_consolidation,21.31,0,0,59.3,33,6.0,mortgage,10.97127974386435
811100,0,2800,36,10.59,b,source verified,moving,20.17,0,0,41.9,40,1.0,rent,10.798677214502229
808326,0,25000,60,13.49,c,verified,major_purchase,5.29,1,0,20.4,42,10.0,mortgage,11.512925464970229
811065,0,12000,60,16.89,d,not verified,debt_consolidation,8.13,1,0,90.3,30,7.0,mortgage,11.580584113444043
810849,0,6000,60,15.99,d,not verified,other,19.52,1,0,8.8,18,3.0,rent,10.621424901903293
811018,0,7000,36,11.49,b,source verified,debt_consolidation,22.83,0,0,42.1,27,5.0,rent,10.54006438160768
810987,1,20000,60,17.99,e,verified,debt_consolidation,14.41,2,0,93.6,41,10.0,mortgage,11.849426272611858
807551,0,3500,36,16.49,d,source verified,debt_consolidation,4.74,0,0,73.6,5,5.0,rent,10.011983148689428
804008,0,12000,36,5.42,a,source verified,home_improvement,3.57,0,0,58.0,17,7.0,mortgage,11.221235371120908
810536,0,16000,36,11.49,b,verified,debt_consolidation,22.61,2,0,10.7,28,10.0,mortgage,10.917848288756646
810929,0,14000,36,10.99,b,verified,major_purchase,12.83,0,0,85.0,18,10.0,mortgage,12.644327576461329
803788,0,28000,36,8.49,a,verified,debt_consolidation,3.94,1,0,23.7,29,1.0,mortgage,11.33857207782545
810895,1,4800,36,9.99,b,source verified,debt_consolidation,26.0,0,0,36.9,7,4.0,rent,10.555812738575819
810884,0,7000,36,13.99,c,verified,debt_consolidation,6.95,2,0,72.1,12,1.0,rent,11.407564949312402
810661,0,8325,36,15.99,d,source verified,debt_consolidation,23.93,1,0,29.7,13,3.0,mortgage,10.404262840448617
810774,0,5000,36,6.99,a,not verified,car,14.52,1,0,14.4,20,5.0,mortgage,11.289781913656018
810752,0,8250,60,17.49,d,verified,debt_consolidation,18.18,0,0,57.2,11,3.0,rent,9.903487552536127
810756,0,10000,36,19.69,e,source verified,small_business,5.26,0,1,92.6,15,10.0,rent,11.472103470449973
810724,0,5000,36,10.99,b,source verified,medical,12.0,0,0,0.0,21,2.0,mortgage,10.085809109330082
810745,0,25000,60,20.25,f,verified,credit_card,16.92,0,0,57.4,35,2.0,rent,10.839580911706463
810737,0,3000,36,11.49,b,source verified,debt_consolidation,1.46,2,0,33.3,7,3.0,mortgage,10.51867319162636
806151,0,16200,60,19.29,e,verified,debt_consolidation,12.63,1,0,85.3,22,10.0,mortgage,10.87804719253426
810696,0,6000,36,10.99,b,not verified,debt_consolidation,12.6,0,0,71.3,19,5.0,rent,11.512925464970229
810695,0,6000,36,15.62,d,source verified,debt_consolidation,6.22,0,0,10.0,6,5.0,rent,11.002099841204238
810683,1,22000,60,20.25,f,verified,debt_consolidation,16.4,3,0,60.8,28,10.0,mortgage,11.002099841204238
785689,0,18000,36,13.99,c,source verified,small_business,9.25,3,0,13.9,20,1.0,mortgage,11.512925464970229
810611,0,2000,36,16.49,d,source verified,credit_card,2.23,0,0,77.5,5,7.0,rent,10.494269726418045
810629,0,8600,36,5.99,a,not verified,debt_consolidation,11.38,0,0,48.8,32,3.0,mortgage,11.77528972943772
810587,1,15000,60,19.29,e,not verified,home_improvement,16.22,1,1,71.1,30,4.0,mortgage,11.225243392518447
809236,1,21725,60,19.29,e,not verified,debt_consolidation,12.82,0,0,0.0,12,10.0,mortgage,10.691944912900398
810514,0,17000,36,8.49,a,verified,debt_consolidation,23.48,3,0,46.5,21,10.0,rent,10.839580911706463
810509,0,28000,60,21.36,f,verified,debt_consolidation,6.42,1,0,0.0,13,5.0,rent,11.706846157607535
810435,0,4000,36,5.42,a,not verified,debt_consolidation,6.75,0,0,15.5,16,9.0,rent,10.144078017454058
806609,0,3500,36,10.59,b,not verified,credit_card,19.61,0,0,94.5,15,10.0,rent,10.545341438708522
810251,1,16000,36,10.99,b,source verified,debt_consolidation,4.77,0,0,44.8,9,4.0,mortgage,10.645424897265505
810326,1,24000,60,17.49,d,verified,other,14.55,2,0,78.0,35,10.0,rent,12.211060187041213
810303,1,12000,60,11.99,b,verified,credit_card,17.49,0,0,53.4,23,7.0,rent,11.156250521031495
810280,0,7200,36,7.49,a,not verified,other,4.02,0,0,54.7,27,2.0,rent,11.396391648714276
810273,0,4800,36,7.49,a,not verified,credit_card,4.25,0,0,19.5,8,1.0,rent,10.085809109330082
810256,1,3500,60,11.99,b,verified,other,12.9,0,0,42.4,24,7.0,rent,10.491274217438248
810224,0,9000,36,10.99,b,verified,wedding,17.7,3,0,65.3,48,2.0,rent,11.225243392518447
805504,0,24000,60,19.69,e,verified,debt_consolidation,19.01,0,0,96.1,32,1.0,rent,11.407564949312402
810188,0,4200,36,15.23,c,source verified,major_purchase,13.55,2,0,34.8,16,1.0,mortgage,10.915088464214607
810177,0,3500,36,9.99,b,not verified,car,10.14,0,0,46.0,14,6.0,rent,10.757902880692196
611641,0,22400,36,9.99,b,verified,debt_consolidation,8.11,1,0,12.1,20,10.0,mortgage,11.237330053653594
810093,1,7600,60,10.59,b,source verified,other,21.92,0,0,47.9,18,1.0,own,10.433998149618517
810142,0,12000,36,16.89,d,source verified,house,14.47,3,0,22.7,35,7.0,mortgage,11.198214720130528
810122,1,10000,36,18.39,e,verified,debt_consolidation,17.72,0,0,97.1,36,10.0,mortgage,12.07482435892022
809036,0,10000,36,8.49,a,source verified,other,2.76,0,0,0.0,7,5.0,mortgage,11.59254962352584
810107,1,35000,36,19.29,e,verified,debt_consolidation,4.22,1,0,87.9,27,8.0,rent,11.350406535472453
810094,0,3500,36,5.42,a,not verified,major_purchase,7.69,0,0,4.7,23,10.0,mortgage,11.626254150277232
807939,0,7200,36,10.59,b,not verified,wedding,14.08,0,0,40.3,14,10.0,mortgage,10.668955394675699
809503,1,14000,60,11.99,b,source verified,home_improvement,13.29,4,0,0.0,17,10.0,mortgage,10.858998997563564
797070,0,10000,36,13.49,c,not verified,small_business,13.1,0,0,84.8,14,10.0,mortgage,10.778956289890028
810047,1,20000,36,10.59,b,verified,debt_consolidation,1.44,1,0,11.2,12,10.0,rent,11.225243392518447
810054,0,23600,60,15.23,c,verified,small_business,0.0,2,0,0.0,18,9.0,rent,10.762572810639504
809934,1,35000,60,19.69,e,source verified,major_purchase,7.44,2,1,60.1,18,10.0,mortgage,11.225243392518447
763383,0,8450,36,13.49,c,source verified,debt_consolidation,11.13,1,0,92.6,10,3.0,mortgage,11.441214617416229
809956,0,30000,60,13.99,c,verified,debt_consolidation,13.32,2,0,21.9,47,10.0,own,11.532728092266408
809958,0,6800,36,12.99,c,not verified,debt_consolidation,9.01,1,0,94.1,21,1.0,rent,11.377792790978733
809947,0,6400,36,16.89,d,verified,other,13.84,1,0,97.9,18,10.0,rent,10.839580911706463
787806,0,35000,60,18.39,e,verified,home_improvement,4.96,0,0,10.9,17,10.0,mortgage,11.512925464970229
806018,1,6000,36,10.59,b,not verified,other,14.57,1,0,90.7,14,5.0,rent,10.915088464214607
809846,0,3600,36,14.79,c,verified,medical,5.53,2,1,17.7,10,6.0,mortgage,10.673595774232203
809799,0,14000,36,7.49,a,verified,debt_consolidation,5.63,0,1,12.7,19,5.0,mortgage,11.472103470449973
809768,0,20000,60,11.49,b,verified,home_improvement,17.38,0,0,17.67,24,6.0,mortgage,10.896739325546411
809824,0,18000,60,11.49,b,verified,vacation,22.02,0,0,6.0,28,5.0,rent,10.596634733096073
809814,0,3000,36,13.49,c,source verified,debt_consolidation,24.12,0,0,80.6,40,3.0,mortgage,11.22027105089189
809801,0,25200,60,16.89,d,verified,home_improvement,22.54,0,0,25.3,40,3.0,mortgage,11.289781913656018
809780,0,10000,36,10.59,b,not verified,debt_consolidation,14.17,0,0,61.4,18,3.0,own,11.184421397998193
809776,1,14300,36,13.49,c,not verified,small_business,17.08,0,0,81.3,3,5.0,rent,10.308952660644293
785543,0,10000,36,11.99,b,verified,debt_consolidation,20.75,0,0,82.3,25,1.0,mortgage,11.198214720130528
809713,0,15000,60,11.99,b,verified,small_business,10.44,0,0,15.9,7,3.0,rent,10.596634733096073
809720,0,15000,36,7.49,a,verified,debt_consolidation,14.59,1,0,4.3,36,9.0,rent,11.486992082943724
809700,0,12000,60,17.99,e,source verified,debt_consolidation,23.44,0,0,34.1,8,1.0,rent,10.757902880692196
809698,0,8400,36,13.49,c,not verified,other,21.01,1,0,57.0,11,3.0,rent,10.658482136422153
809685,0,1200,36,15.23,c,source verified,debt_consolidation,20.54,1,0,48.0,16,3.0,rent,10.691944912900398
808366,0,21000,36,13.49,c,verified,debt_consolidation,18.48,0,0,83.1,50,3.0,mortgage,11.674329773508795
809611,1,3000,36,15.62,d,source verified,small_business,1.49,0,0,13.4,15,4.0,rent,10.645424897265505
808689,0,12000,60,20.25,f,verified,small_business,1.66,0,0,68.6,9,2.0,rent,11.238488619268468
808578,0,4000,36,10.99,b,not verified,other,9.48,0,0,55.1,10,2.0,mortgage,11.492763573146275
805289,0,35000,60,19.69,e,source verified,debt_consolidation,4.53,0,0,68.3,6,10.0,rent,11.77528972943772
809559,0,1250,36,19.29,e,not verified,debt_consolidation,12.07,0,0,98.6,5,3.0,mortgage,10.404262840448617
802123,0,28000,60,16.89,d,verified,home_improvement,15.72,1,0,25.5,12,2.0,mortgage,10.778956289890028
809114,0,26000,60,10.99,b,source verified,home_improvement,7.57,0,0,38.1,29,4.0,mortgage,10.714417768752456
809494,0,34000,60,18.79,e,verified,debt_consolidation,6.42,0,0,94.9,18,10.0,mortgage,11.225243392518447
809480,0,9000,36,10.99,b,not verified,debt_consolidation,6.12,0,0,24.0,9,2.0,rent,10.839580911706463
806491,1,16000,60,12.99,c,not verified,small_business,13.22,0,0,35.7,20,1.0,mortgage,10.933106969717286
809298,1,11900,60,10.99,b,not verified,car,4.07,0,1,12.8,12,10.0,rent,10.545341438708522
809393,0,9000,36,5.99,a,source verified,debt_consolidation,10.02,0,0,34.9,24,5.0,rent,11.002099841204238
809383,0,3000,36,7.49,a,source verified,home_improvement,11.8,0,0,58.9,10,3.0,mortgage,10.085809109330082
809364,1,24575,60,12.99,c,verified,major_purchase,0.67,0,0,1.8,8,5.0,mortgage,10.673595774232203
809321,1,1500,36,8.49,a,verified,other,10.42,0,0,68.5,22,1.0,rent,11.002099841204238
