id,loan_status,loan_amount,loan_term,interest_rate,installment,grade,verification_status,purpose,dti,inquiries,open_credit_lines,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
1042852,fully paid,25000,36,13.49,848.27,c,verified,credit_card,8.85,1,11,0,46.6,21,9.0,rent,110000.0
1042844,fully paid,9425,36,13.49,319.8,c,not verified,credit_card,15.71,0,12,0,81.3,31,8.0,rent,45000.0
1042366,fully paid,5500,36,12.69,184.5,b,verified,debt_consolidation,21.24,1,7,0,84.3,10,1.0,rent,20000.0
1042630,charged off,6400,36,17.27,229.04,d,verified,debt_consolidation,6.93,2,7,0,47.4,10,2.0,rent,55200.0
1042606,fully paid,13500,60,19.03,350.43,e,source verified,debt_consolidation,12.11,1,19,0,47.7,42,5.0,rent,43200.0
1042768,fully paid,10000,36,6.62,307.04,a,source verified,major_purchase,4.96,0,13,0,53.7,26,3.0,rent,80004.0
1042610,fully paid,30000,60,15.96,728.91,c,verified,home_improvement,16.64,1,7,1,14.2,23,10.0,mortgage,55097.04
1042771,charged off,18000,36,7.9,563.23,a,verified,credit_card,15.0,0,8,0,74.5,15,10.0,mortgage,80000.0
1041001,fully paid,8575,36,10.65,279.32,b,verified,debt_consolidation,18.82,0,12,0,64.0,13,6.0,mortgage,35000.0
1042544,fully paid,18000,36,14.65,620.9,c,verified,debt_consolidation,19.63,1,7,0,90.9,17,6.0,rent,42000.0
1042541,fully paid,18000,60,19.42,471.1,e,verified,other,3.27,0,4,0,31.0,5,3.0,rent,36000.0
1042579,charged off,25000,60,16.77,618.23,d,verified,debt_consolidation,20.79,1,14,0,56.8,30,10.0,mortgage,55000.0
1042314,current,15000,60,15.96,364.46,c,verified,credit_card,23.75,1,11,0,61.8,20,10.0,rent,58000.0
1042500,fully paid,3000,36,12.42,100.25,b,source verified,other,6.4,0,2,0,82.4,4,7.0,rent,30000.0
1041689,fully paid,30000,60,13.49,690.15,c,verified,debt_consolidation,7.48,3,15,0,42.8,49,10.0,mortgage,189996.0
1042430,fully paid,3600,36,15.27,125.28,c,source verified,vacation,11.83,2,6,0,20.5,18,9.0,rent,50000.0
1039321,fully paid,9600,60,12.69,216.91,b,source verified,home_improvement,8.84,1,6,0,3.6,7,8.0,mortgage,42336.0
1033609,fully paid,4500,36,12.42,150.37,b,not verified,credit_card,24.1,0,5,0,87.9,15,10.0,rent,24000.0
1042405,fully paid,5000,36,10.65,162.87,b,verified,vacation,7.6,1,8,0,71.3,43,10.0,mortgage,130000.0
1042402,fully paid,35000,36,7.9,1095.16,a,verified,home_improvement,12.76,0,7,0,23.3,15,10.0,mortgage,96000.0
980339,fully paid,19500,60,12.42,437.92,b,verified,home_improvement,12.7,1,21,0,3.1,44,10.0,rent,76500.0
1042053,fully paid,4200,36,8.9,133.37,a,not verified,other,4.54,0,6,1,50.4,13,3.0,mortgage,33600.0
1042250,fully paid,5250,36,15.27,182.69,c,source verified,debt_consolidation,24.77,2,7,0,85.9,18,8.0,rent,48000.0
1042239,fully paid,11000,36,9.91,354.48,b,source verified,credit_card,20.16,0,11,0,77.7,31,10.0,mortgage,65000.0
1040205,fully paid,24000,60,10.65,517.64,b,verified,other,4.13,0,11,0,18.7,27,7.0,mortgage,200000.0
1042157,charged off,2000,36,16.29,70.61,d,not verified,other,15.61,2,4,0,88.6,5,1.0,rent,30972.0
1040112,fully paid,35000,36,10.65,1140.07,b,verified,debt_consolidation,14.35,1,17,0,59.6,35,3.0,mortgage,112800.0
1041447,charged off,12700,36,11.71,420.07,b,source verified,debt_consolidation,6.04,0,6,1,59.8,11,5.0,rent,60000.0
1033824,fully paid,20000,36,15.27,695.96,c,verified,debt_consolidation,17.68,2,10,0,75.7,20,10.0,rent,85000.0
1042138,fully paid,7000,36,13.49,237.52,c,verified,home_improvement,16.83,2,4,0,96.7,17,6.0,rent,83000.0
872910,fully paid,12000,60,12.42,269.49,b,source verified,wedding,3.76,0,6,0,48.9,11,5.0,rent,52000.0
1042198,fully paid,5000,36,13.49,169.66,c,source verified,credit_card,17.4,0,8,0,94.4,15,10.0,rent,60000.0
1042195,charged off,6600,60,19.42,172.74,e,source verified,debt_consolidation,15.87,0,8,0,19.0,11,3.0,rent,72000.0
1042083,current,18000,60,19.42,471.1,e,source verified,home_improvement,10.31,0,9,0,94.4,34,10.0,mortgage,180000.0
1042059,fully paid,25475,36,16.29,899.28,d,verified,credit_card,16.84,0,12,0,82.5,21,7.0,mortgage,52800.0
1042060,charged off,22250,60,21.28,605.45,f,verified,credit_card,21.9,0,9,0,92.4,26,2.0,own,56000.0
1033121,fully paid,11000,36,8.9,349.29,a,not verified,debt_consolidation,13.57,0,10,0,74.0,22,4.0,mortgage,45000.0
1042046,fully paid,8000,36,10.65,260.59,b,source verified,other,17.33,1,6,0,74.1,10,4.0,rent,36000.0
1041805,fully paid,6000,36,7.9,187.75,a,not verified,debt_consolidation,22.71,3,20,0,46.4,49,5.0,mortgage,52000.0
1042047,fully paid,10000,36,11.71,330.76,b,not verified,credit_card,7.11,1,6,0,87.5,13,10.0,rent,52000.0
1041933,charged off,24000,60,18.64,617.83,e,verified,debt_consolidation,22.49,1,9,0,78.1,32,4.0,own,125000.0
1041887,current,23000,60,12.69,519.68,b,verified,debt_consolidation,29.83,1,14,0,60.3,54,10.0,mortgage,80000.0
1041975,fully paid,12000,36,16.77,426.47,d,not verified,debt_consolidation,17.61,0,15,0,79.2,37,5.0,rent,68000.0
1040864,fully paid,18000,60,18.25,459.54,d,verified,debt_consolidation,19.68,2,13,0,50.9,35,10.0,mortgage,63000.0
1041757,fully paid,20000,60,17.58,503.32,d,verified,credit_card,17.15,3,5,0,89.1,8,7.0,rent,48000.0
1041856,fully paid,14850,36,8.9,471.54,a,not verified,debt_consolidation,21.9,0,9,0,85.2,27,8.0,rent,31500.0
1041844,charged off,15000,60,18.25,382.95,d,not verified,debt_consolidation,10.45,0,6,0,72.4,16,10.0,mortgage,65000.0
1041716,fully paid,12650,36,8.9,401.68,a,not verified,debt_consolidation,11.9,0,15,0,37.0,39,10.0,mortgage,87504.0
1040151,fully paid,17500,36,13.49,593.79,c,not verified,credit_card,10.97,0,8,0,88.8,10,5.0,rent,58000.0
1041823,current,21000,60,16.77,519.32,d,verified,debt_consolidation,14.72,1,8,0,92.1,16,10.0,rent,53000.0
1041683,fully paid,15000,60,15.96,364.46,c,verified,debt_consolidation,23.7,3,16,0,57.1,40,6.0,mortgage,115000.0
1041816,current,15000,60,17.27,374.97,d,not verified,credit_card,16.13,1,5,0,93.9,10,10.0,rent,41000.0
1041813,fully paid,9500,36,6.03,289.14,a,not verified,debt_consolidation,7.78,1,6,0,36.5,13,10.0,mortgage,35000.0
1039975,fully paid,13000,60,17.27,324.98,d,not verified,credit_card,15.31,0,10,0,78.0,17,7.0,rent,49920.0
1041802,charged off,12000,60,14.27,280.91,c,verified,debt_consolidation,13.75,0,10,0,43.3,35,10.0,rent,57500.0
1041781,fully paid,8000,36,7.9,250.33,a,not verified,debt_consolidation,15.21,1,9,0,51.1,23,5.0,rent,80000.0
1041645,current,6400,60,19.42,167.51,e,verified,other,6.06,2,22,0,78.7,25,3.0,rent,21996.0
1041776,fully paid,10000,36,8.9,317.54,a,not verified,credit_card,7.24,0,9,0,79.1,12,8.0,rent,60000.0
1041637,fully paid,12000,36,14.27,411.71,c,not verified,debt_consolidation,9.25,1,10,0,47.7,20,6.0,rent,55000.0
1039971,fully paid,4125,36,11.71,136.44,b,source verified,credit_card,22.99,0,14,0,64.3,28,1.0,rent,25000.0
1041622,fully paid,7000,36,6.0,217.88,b,source verified,debt_consolidation,18.83,0,17,0,49.3,26,2.0,rent,75000.0
1041619,fully paid,6000,36,8.9,190.52,a,source verified,small_business,13.82,1,3,0,8.4,9,1.0,own,37000.0
1041546,current,14300,60,11.71,316.01,b,verified,credit_card,26.96,0,11,0,38.6,17,10.0,rent,30000.0
1041534,charged off,33000,36,18.64,1203.66,e,source verified,debt_consolidation,7.11,0,12,0,48.3,31,1.0,mortgage,115000.0
1041523,current,17625,60,17.58,443.55,d,verified,credit_card,27.27,1,7,0,95.2,16,10.0,rent,43000.0
1041503,fully paid,6000,36,6.03,182.62,a,not verified,other,11.39,0,10,0,15.4,26,5.0,mortgage,59000.0
1041507,charged off,10000,36,16.77,355.39,d,verified,debt_consolidation,9.57,3,10,0,59.2,21,10.0,mortgage,40000.0
1041567,fully paid,1500,36,12.42,50.13,b,not verified,moving,13.39,2,6,0,45.1,14,1.0,rent,80000.0
1041490,fully paid,13200,36,11.71,436.61,b,not verified,debt_consolidation,20.99,0,8,0,76.2,10,5.0,rent,31500.0
1041332,fully paid,25000,60,19.03,648.93,e,verified,credit_card,22.08,0,9,0,73.4,23,7.0,mortgage,68000.0
1041357,fully paid,6000,36,8.9,190.52,a,source verified,credit_card,1.05,1,4,0,41.6,7,1.0,own,24000.0
1041333,fully paid,5150,36,6.62,158.13,a,source verified,debt_consolidation,23.38,0,6,0,83.5,22,2.0,mortgage,28800.0
1041316,fully paid,5000,36,11.71,165.38,b,not verified,debt_consolidation,11.42,0,13,0,89.5,15,2.0,rent,45500.0
1041437,fully paid,21625,60,12.69,488.62,b,verified,debt_consolidation,29.09,0,17,0,64.8,39,10.0,rent,54000.0
1041438,charged off,18000,36,7.9,563.23,a,verified,debt_consolidation,15.07,0,8,0,68.6,24,4.0,rent,50000.0
1041285,current,5000,60,11.71,110.5,b,not verified,other,7.81,0,6,0,26.4,17,5.0,mortgage,84000.0
1041284,fully paid,3000,36,11.71,99.23,b,source verified,home_improvement,22.51,1,23,0,11.6,43,7.0,mortgage,49152.0
1038354,fully paid,7500,36,17.58,269.57,d,not verified,major_purchase,20.88,0,6,0,99.5,25,10.0,rent,38400.0
1040932,fully paid,5000,36,14.65,172.48,c,source verified,debt_consolidation,13.06,3,6,0,83.0,16,1.0,own,75000.0
1037138,charged off,15000,60,12.69,338.93,b,not verified,debt_consolidation,4.68,2,8,1,46.7,13,5.0,rent,60000.0
1041378,fully paid,12000,36,10.65,390.88,b,not verified,credit_card,19.43,1,8,0,70.4,11,2.0,rent,42000.0
1041157,fully paid,14000,36,8.9,444.55,a,not verified,debt_consolidation,13.83,2,6,0,70.8,20,2.0,mortgage,31500.0
1041364,fully paid,10200,36,6.62,313.18,a,not verified,debt_consolidation,17.03,0,8,0,66.6,26,3.0,mortgage,64000.0
1039148,current,14000,60,8.9,289.94,a,not verified,debt_consolidation,11.45,0,8,0,47.4,24,1.0,mortgage,68124.0
1036062,fully paid,15000,36,18.64,547.12,e,verified,debt_consolidation,11.25,1,10,0,95.4,11,1.0,own,48000.0
1041149,fully paid,2700,36,14.27,92.64,c,not verified,credit_card,24.6,0,7,0,78.3,9,3.0,rent,24000.0
1037389,fully paid,16000,60,18.64,411.89,e,source verified,credit_card,19.03,2,11,0,81.9,27,1.0,rent,55000.0
1041201,fully paid,18000,36,17.58,646.96,d,verified,debt_consolidation,17.67,1,11,0,73.2,22,3.0,mortgage,85500.0
1041115,fully paid,12000,60,12.42,269.49,b,verified,credit_card,6.69,0,8,0,22.6,13,10.0,rent,57000.0
1041173,charged off,7500,36,12.69,251.59,b,not verified,debt_consolidation,15.21,0,9,1,62.2,19,9.0,rent,40000.0
1041101,fully paid,1800,36,7.51,56.0,a,verified,debt_consolidation,28.31,0,16,0,67.9,35,10.0,mortgage,90000.0
1031937,fully paid,12000,36,11.71,396.92,b,source verified,major_purchase,3.44,0,5,0,47.6,11,10.0,rent,120000.0
1040959,charged off,8000,60,19.03,207.66,e,source verified,other,17.3,1,11,0,45.8,23,10.0,rent,108000.0
1039833,fully paid,6250,36,7.9,195.57,a,not verified,debt_consolidation,21.77,0,7,0,85.2,12,6.0,rent,21000.0
1040921,fully paid,11000,36,13.49,373.24,c,not verified,car,6.83,0,8,0,56.5,20,6.0,rent,108000.0
1038455,fully paid,20000,36,12.69,670.9,b,verified,debt_consolidation,11.18,0,7,0,58.4,21,8.0,rent,75000.0
1037687,charged off,20000,60,19.91,528.88,e,verified,debt_consolidation,15.35,0,9,0,78.3,17,1.0,rent,41600.0
1040902,fully paid,3775,36,15.27,131.37,c,not verified,debt_consolidation,21.42,2,11,0,22.2,25,1.0,own,22300.0
1038914,fully paid,6000,36,6.03,182.62,a,source verified,debt_consolidation,1.32,0,9,0,0.3,26,10.0,mortgage,110000.0
1040889,fully paid,15000,36,13.49,508.96,c,source verified,debt_consolidation,7.83,2,8,0,54.8,12,8.0,mortgage,42000.0
1035141,current,16750,60,12.42,376.16,b,not verified,debt_consolidation,23.83,2,13,0,28.1,26,5.0,mortgage,42000.0
1041025,fully paid,7750,36,7.51,241.11,a,not verified,debt_consolidation,8.69,2,18,0,29.1,43,10.0,mortgage,90000.0
1040872,fully paid,7000,36,14.27,240.17,c,not verified,credit_card,10.91,2,8,0,60.9,15,4.0,rent,65000.0
1040879,fully paid,9800,36,12.69,328.74,b,verified,home_improvement,10.79,2,11,0,44.3,17,10.0,mortgage,88000.0
1040865,fully paid,25000,36,7.9,782.26,a,verified,home_improvement,2.44,0,4,0,33.8,20,5.0,mortgage,90000.0
1040854,charged off,4000,36,11.71,132.31,b,not verified,credit_card,12.37,0,12,0,58.7,16,6.0,rent,32993.73
1040965,current,13200,60,17.58,332.19,d,not verified,credit_card,15.33,0,11,0,87.6,16,9.0,mortgage,80000.0
1040840,fully paid,12000,36,6.03,365.23,a,source verified,debt_consolidation,18.89,0,9,0,5.2,15,9.0,rent,50000.0
1040822,fully paid,21575,60,23.91,619.55,g,source verified,debt_consolidation,18.5,1,7,0,98.7,21,10.0,rent,54480.0
1040748,fully paid,3300,36,14.65,113.84,c,not verified,moving,11.6,3,9,0,42.9,11,1.0,rent,66000.0
1040635,fully paid,5400,36,15.27,187.91,c,verified,debt_consolidation,13.17,3,11,1,89.7,32,5.0,rent,112000.0
1038123,fully paid,12000,36,12.42,400.99,b,verified,debt_consolidation,16.8,0,13,0,69.5,17,5.0,rent,85000.0
1039027,fully paid,16000,60,15.27,382.92,c,verified,debt_consolidation,19.67,3,7,0,58.5,17,8.0,mortgage,45200.0
1040729,charged off,16250,36,12.42,543.0,b,not verified,credit_card,15.94,1,14,0,37.2,30,5.0,rent,53000.0
1037410,fully paid,12000,36,15.27,417.58,c,not verified,credit_card,11.8,2,7,0,87.6,9,3.0,mortgage,60000.0
1030791,fully paid,6000,36,8.9,190.52,a,not verified,debt_consolidation,24.23,0,11,0,91.7,35,3.0,rent,82000.0
1030666,fully paid,10000,36,7.51,311.11,a,source verified,debt_consolidation,2.54,0,5,0,48.0,7,1.0,rent,50000.0
1025487,fully paid,20000,60,12.69,451.9,b,source verified,small_business,5.23,0,12,0,42.2,24,2.0,rent,80000.0
1040716,fully paid,12000,36,12.69,402.54,b,not verified,credit_card,12.48,0,5,0,86.6,6,2.0,rent,35000.0
1033097,fully paid,13200,36,12.42,441.09,b,verified,debt_consolidation,12.54,0,9,0,64.0,16,2.0,rent,40000.0
1040710,fully paid,11625,60,19.03,301.76,e,not verified,debt_consolidation,23.44,0,12,0,46.4,23,7.0,rent,32000.0
1040295,fully paid,15000,36,13.49,508.96,c,not verified,debt_consolidation,20.41,2,16,0,28.8,39,4.0,mortgage,100000.0
1010594,fully paid,18000,36,13.49,610.75,c,verified,debt_consolidation,16.72,2,6,0,39.4,32,2.0,mortgage,60000.0
1040538,charged off,8300,36,8.9,263.56,a,not verified,debt_consolidation,3.8,0,14,0,36.0,20,1.0,rent,30000.0
1040531,fully paid,7000,36,15.27,243.59,c,not verified,debt_consolidation,9.77,2,3,0,48.0,9,4.0,rent,50000.0
1040679,charged off,35000,60,19.91,925.54,e,source verified,home_improvement,11.2,2,3,0,94.1,26,7.0,mortgage,175000.0
1040663,charged off,18000,60,17.27,449.97,d,source verified,debt_consolidation,19.83,0,10,0,64.4,25,7.0,rent,42000.0
1040640,fully paid,10800,36,6.03,328.71,a,source verified,major_purchase,1.63,0,6,0,5.2,8,5.0,own,45000.0
1040649,fully paid,20000,36,9.91,644.5,b,source verified,debt_consolidation,9.39,2,5,0,66.5,26,1.0,rent,58000.0
1036826,fully paid,10000,36,12.42,334.16,b,source verified,major_purchase,13.33,1,15,0,54.8,28,2.0,rent,36000.0
1040577,fully paid,18000,36,15.27,626.36,c,not verified,credit_card,20.19,3,9,0,79.7,19,10.0,rent,82570.0
1038861,fully paid,10000,60,13.49,230.05,c,not verified,car,13.32,6,8,0,13.0,36,10.0,mortgage,60000.0
1040481,fully paid,7200,36,12.42,240.59,b,source verified,credit_card,11.07,1,15,0,68.6,20,6.0,rent,49000.0
1025315,fully paid,5000,36,7.9,156.46,a,not verified,home_improvement,6.44,0,3,0,0.0,19,5.0,own,21600.0
1037108,charged off,25000,60,17.58,629.14,d,source verified,debt_consolidation,5.68,1,4,0,31.0,10,3.0,rent,60000.0
1040470,fully paid,8375,36,7.51,260.56,a,verified,medical,21.14,3,18,0,17.8,47,10.0,mortgage,50400.0
1040421,charged off,30000,60,20.89,809.75,f,verified,debt_consolidation,24.14,0,13,0,84.6,43,5.0,mortgage,100000.0
1039174,fully paid,19075,60,20.89,514.87,f,source verified,debt_consolidation,17.38,2,10,0,74.9,17,10.0,rent,48000.0
1040440,fully paid,1200,36,12.42,40.1,b,not verified,other,18.95,0,5,1,70.3,8,9.0,rent,29000.0
1031152,fully paid,15000,60,17.27,374.97,d,verified,debt_consolidation,20.82,1,11,0,49.2,34,10.0,mortgage,70666.08
1040578,fully paid,3000,36,12.42,100.25,b,not verified,debt_consolidation,16.2,0,11,0,54.9,15,5.0,rent,75500.0
1038627,charged off,35000,60,18.64,901.01,e,verified,debt_consolidation,20.66,1,12,0,59.6,14,10.0,rent,85602.0
1040586,fully paid,8000,36,7.9,250.33,a,not verified,home_improvement,4.54,1,7,0,36.0,22,10.0,mortgage,67200.0
879754,fully paid,16000,36,7.9,500.65,a,verified,home_improvement,9.09,0,9,0,36.0,14,4.0,mortgage,117996.0
1040574,fully paid,10000,36,10.65,325.74,b,not verified,home_improvement,19.74,2,8,0,36.8,12,8.0,rent,39870.0
1039015,fully paid,27050,36,13.49,917.82,c,verified,small_business,21.34,0,7,0,50.4,16,4.0,rent,60000.0
1040399,fully paid,8000,36,18.25,290.23,d,not verified,debt_consolidation,6.0,0,4,0,86.6,5,1.0,rent,35000.0
1039102,fully paid,7500,36,16.29,264.76,d,source verified,wedding,13.05,0,4,0,38.3,4,3.0,rent,48000.0
1036067,fully paid,12000,36,16.29,423.61,d,not verified,debt_consolidation,11.7,2,10,0,77.1,19,5.0,mortgage,105000.0
1040564,fully paid,8500,36,8.9,269.91,a,not verified,home_improvement,19.56,3,15,0,3.5,24,1.0,rent,27120.0
1033722,charged off,12000,60,15.27,287.19,c,not verified,debt_consolidation,12.47,1,12,0,66.6,29,10.0,mortgage,54000.0
1040121,fully paid,10000,36,11.71,330.76,b,not verified,credit_card,12.16,0,11,0,33.9,20,2.0,rent,60000.0
1037142,fully paid,15000,60,18.25,382.95,d,source verified,debt_consolidation,17.17,2,10,1,75.0,29,4.0,own,57960.0
1040382,fully paid,15000,36,14.27,514.64,c,source verified,debt_consolidation,17.46,1,9,0,77.1,30,6.0,rent,40000.0
1040144,fully paid,10000,36,16.77,355.39,d,not verified,debt_consolidation,11.13,1,11,0,90.3,24,9.0,mortgage,77000.0
1040391,fully paid,35000,60,19.03,908.5,e,verified,home_improvement,24.74,1,12,0,34.3,32,10.0,mortgage,150000.0
1040142,fully paid,12000,36,9.91,386.7,b,not verified,debt_consolidation,3.38,0,7,0,64.8,21,4.0,mortgage,75000.0
1035283,current,35000,60,19.42,916.03,e,verified,debt_consolidation,20.89,1,8,0,93.3,28,10.0,mortgage,76519.82
1040373,fully paid,6800,36,20.3,253.76,e,not verified,credit_card,24.21,1,8,0,98.0,14,7.0,rent,80000.0
1038737,fully paid,30000,36,17.27,1073.62,d,source verified,debt_consolidation,11.78,2,13,0,69.6,40,1.0,rent,171600.0
1040361,fully paid,12000,36,7.51,373.33,a,source verified,debt_consolidation,18.79,1,6,0,71.8,16,1.0,rent,45204.0
1031022,charged off,18725,60,17.27,468.09,d,verified,debt_consolidation,23.35,0,9,0,56.6,24,9.0,mortgage,52000.0
1037203,fully paid,13000,60,15.27,311.12,c,not verified,debt_consolidation,13.5,1,7,0,68.5,20,1.0,rent,40000.0
1040340,fully paid,18000,36,12.42,601.48,b,not verified,debt_consolidation,14.24,0,16,0,81.5,30,10.0,mortgage,170000.0
1040330,fully paid,12000,36,12.42,400.99,b,not verified,credit_card,16.85,1,18,0,63.5,28,5.0,rent,62400.0
1039496,charged off,16500,60,11.71,364.62,b,verified,small_business,3.13,0,8,0,23.0,17,5.0,mortgage,33000.0
1040236,current,8000,60,21.67,219.46,f,verified,other,6.69,1,4,0,72.6,5,4.0,rent,45000.0
1039811,current,35000,60,19.42,916.03,e,verified,credit_card,18.11,0,9,0,79.6,20,10.0,own,137000.0
1040095,fully paid,18000,36,11.71,595.37,b,verified,home_improvement,7.45,4,9,0,22.7,14,2.0,mortgage,52000.0
1038285,fully paid,20000,36,12.69,670.9,b,verified,credit_card,17.56,1,7,0,86.0,21,10.0,mortgage,60000.0
1040309,fully paid,12000,36,7.51,373.33,a,verified,debt_consolidation,10.01,3,9,0,70.2,25,10.0,mortgage,350000.0
1040070,fully paid,12000,36,7.51,373.33,a,not verified,debt_consolidation,15.41,3,8,0,29.8,16,8.0,mortgage,74000.0
1009106,fully paid,1000,36,9.91,32.23,b,source verified,other,10.33,1,6,0,74.0,11,10.0,rent,74000.0
1040276,fully paid,20000,36,12.69,670.9,b,not verified,debt_consolidation,6.38,0,6,0,64.9,9,5.0,rent,72000.0
1040262,fully paid,24000,36,16.29,847.21,d,verified,debt_consolidation,6.7,0,8,0,53.5,27,4.0,rent,48000.0
1040234,fully paid,15000,60,13.49,345.08,c,not verified,debt_consolidation,21.6,1,7,0,72.4,25,10.0,mortgage,54000.0
1040256,fully paid,12000,36,11.71,396.92,b,not verified,debt_consolidation,16.8,1,19,0,30.4,23,8.0,rent,34000.0
1040037,fully paid,17000,36,12.42,568.06,b,source verified,debt_consolidation,13.94,0,11,0,69.9,25,6.0,mortgage,50000.0
1040032,fully paid,12000,36,12.42,400.99,b,not verified,debt_consolidation,9.69,0,11,0,53.3,14,6.0,mortgage,77000.0
1035363,fully paid,20000,60,21.28,544.23,f,verified,debt_consolidation,4.96,1,7,0,93.8,17,10.0,rent,165000.0
1040029,fully paid,24000,36,12.69,805.08,b,verified,credit_card,23.13,0,8,0,89.5,18,1.0,rent,100450.0
1033851,fully paid,7500,36,6.62,230.28,a,not verified,credit_card,16.77,0,10,0,46.9,20,9.0,mortgage,47000.0
1040028,fully paid,20000,60,14.65,472.14,c,source verified,debt_consolidation,12.65,1,10,0,50.8,21,5.0,rent,48000.0
1038341,fully paid,7000,60,15.96,170.08,c,not verified,major_purchase,11.26,1,12,0,64.2,31,6.0,mortgage,130500.0
1039773,fully paid,12800,60,17.58,322.12,d,not verified,debt_consolidation,19.05,1,6,0,92.5,32,2.0,rent,99000.0
1037702,fully paid,3000,36,6.03,91.31,a,not verified,major_purchase,11.93,0,6,0,5.7,15,10.0,mortgage,50000.0
1040000,fully paid,10000,36,12.42,334.16,b,not verified,debt_consolidation,19.86,1,13,0,81.3,17,3.0,rent,65000.0
1033437,current,8400,60,8.9,173.97,a,source verified,debt_consolidation,7.44,0,18,0,8.7,23,4.0,mortgage,65508.0
1038126,fully paid,15000,36,6.03,456.54,a,not verified,credit_card,10.81,0,15,0,18.2,38,4.0,own,53481.36
1040199,fully paid,30000,60,22.06,829.6,f,verified,credit_card,14.7,1,5,0,45.1,19,5.0,mortgage,80000.0
1031489,fully paid,12000,36,7.51,373.33,a,not verified,major_purchase,6.3,1,6,0,20.4,12,10.0,mortgage,109000.0
1040170,fully paid,11125,36,13.49,377.48,c,not verified,debt_consolidation,15.63,0,8,0,70.7,33,4.0,mortgage,75000.0
1039965,fully paid,20000,60,14.27,468.17,c,verified,house,0.6,3,5,0,3.7,23,4.0,mortgage,40000.0
1023014,fully paid,3525,36,6.62,108.24,a,not verified,debt_consolidation,12.92,0,5,0,62.2,18,2.0,rent,26000.0
1039688,fully paid,3000,36,7.51,93.34,a,not verified,moving,14.89,2,6,0,10.3,14,2.0,rent,64000.0
1039887,current,19800,60,21.67,543.15,f,verified,home_improvement,1.61,2,9,0,27.2,21,10.0,own,170000.0
1039671,fully paid,10000,36,10.65,325.74,b,not verified,credit_card,24.15,1,9,0,54.9,18,10.0,rent,40000.0
1038322,fully paid,5000,36,9.91,161.13,b,not verified,other,10.7,0,16,0,56.4,46,4.0,mortgage,101000.0
1039669,fully paid,3000,36,12.69,100.64,b,verified,debt_consolidation,13.84,2,19,0,79.7,31,10.0,rent,105000.0
1039609,fully paid,11200,36,14.27,384.26,c,not verified,debt_consolidation,13.51,1,8,0,85.6,36,6.0,mortgage,50000.0
1038009,fully paid,4800,36,7.9,150.2,a,not verified,debt_consolidation,14.44,1,13,0,18.8,33,1.0,rent,60000.0
1039868,fully paid,6000,36,12.42,200.5,b,verified,debt_consolidation,24.99,1,9,0,51.5,17,6.0,rent,37500.0
1039849,fully paid,3500,36,9.91,112.79,b,not verified,debt_consolidation,20.71,0,6,0,78.2,18,10.0,rent,39000.0
1036356,fully paid,13350,60,17.27,333.73,d,source verified,debt_consolidation,20.53,2,8,0,79.5,13,7.0,own,55000.0
1039802,fully paid,15000,36,11.71,496.14,b,not verified,other,9.73,1,4,0,66.7,6,10.0,rent,33800.0
1039836,current,20000,60,12.69,451.9,b,verified,debt_consolidation,15.48,1,12,0,55.1,16,7.0,rent,40000.0
906464,fully paid,25000,36,7.9,782.26,a,source verified,other,19.07,1,16,0,40.1,30,8.0,own,84000.0
1039635,fully paid,5600,36,6.03,170.44,a,not verified,debt_consolidation,16.29,1,10,0,6.9,15,6.0,rent,49000.0
1039627,current,25000,60,17.27,624.95,d,verified,debt_consolidation,21.07,0,14,0,67.4,24,10.0,rent,50400.0
1030884,fully paid,16000,36,13.49,542.89,c,source verified,debt_consolidation,20.09,0,5,0,93.1,16,6.0,mortgage,50000.0
1001818,fully paid,24000,36,7.51,746.66,a,verified,other,11.81,1,8,0,7.7,21,9.0,mortgage,75000.0
1039790,current,14000,60,13.49,322.07,c,source verified,credit_card,24.73,0,15,0,58.5,31,10.0,mortgage,67000.0
1039299,fully paid,2400,36,17.27,85.89,d,source verified,debt_consolidation,8.76,0,5,0,64.5,7,5.0,rent,13288.0
1039586,fully paid,11500,36,7.51,357.78,a,source verified,debt_consolidation,9.12,0,5,0,29.9,8,1.0,rent,57000.0
1039581,fully paid,2100,36,14.65,72.44,c,verified,major_purchase,7.66,1,6,1,91.3,20,5.0,rent,60000.0
1038342,fully paid,14000,60,13.49,322.07,c,source verified,debt_consolidation,23.87,3,9,0,47.6,48,5.0,own,65500.0
1036828,current,12800,60,13.49,294.47,c,not verified,debt_consolidation,16.59,0,9,0,85.9,14,4.0,rent,45000.0
1039330,charged off,8000,36,7.51,248.89,a,not verified,debt_consolidation,7.71,0,4,0,59.2,8,2.0,rent,42000.0
1039327,fully paid,12400,60,21.28,337.42,f,source verified,other,15.77,1,13,0,78.8,30,7.0,rent,50000.0
1039521,fully paid,15000,36,17.58,539.14,d,source verified,debt_consolidation,4.38,0,8,0,83.7,21,7.0,own,89000.0
1039410,fully paid,7200,36,8.9,228.63,a,verified,credit_card,10.62,0,6,0,85.5,7,4.0,rent,60000.0
1039318,fully paid,8000,36,7.9,250.33,a,source verified,major_purchase,9.32,3,6,0,54.2,21,1.0,rent,72000.0
1039507,fully paid,10000,36,9.91,322.25,b,source verified,wedding,22.88,0,10,0,44.9,22,6.0,mortgage,30000.0
